"D_mc.chi.1.all","ox","D_mc.Z.1.all","mc.Z.1.all","D_mc.S.1.all","mc.S.1.all","mc.Z.0.all","mc.Z.2.all","mc.S.0.all","mc.chi.0.all","alpha","D_lc.Z.1.eq","D_lc.chi.1.eq","lc.Z.0.eq","lc.chi.0.eq","mc.chi.1.all","D_mc.chi.2.all","mc.S.2.all","D_mc.Z.2.all","f.S.1.all","f.S.2.all","D_mc.S.2.all","f.chi.3.all","f.S.0.all","mc.chi.2.all","f.Z.1.all","f.Z.3.all","f.Z.2.all","f.chi.0.all","f.Z.0.all","f.chi.1.all","f.S.3.all","f.chi.2.all","mc.S.3.all","mc.chi.3.all","lc.Z.0.ax","D_mc.Z.3.all","lc.chi.0.ax","D_mc.S.3.all","f.I.3.all","D_lc.Z.1.ax"
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,36.96,52.3302,3.84,714.51,14.8861,28.272,3024,4536,3900,223.0021,1369,435.438,57.75,744.657,6.4218,23.715,36,114,6.5025,3.72,108,-1
-8.94,2,108,1050,3.84,6.255,625,450,1.9321,2.4025,0.15,18,2.52,49,9.2416,28.272,-11.7,9.2574,432,22.5,40.3182,18.36,1203.84,7.7713,61.38,2352,1260,2406,144.9721,937,297.312,49.95,574.248,0,0,49,0,9.2416,0,180,18
-11.34,2,102,1200,3.96,6.0882,625,300,1.9321,2.4025,0.1,14,2.48,64,11.8336,31.992,-7.8,6.1716,288,18.6588,29.973,12.24,908.16,6.7723,40.92,2592,960,2532,131.4841,1021,245.616,32.412,494.928,0,0,64,0,11.8336,0,120,14
-8.94,2,108,1050,3.84,6.255,625,450,1.9321,2.4025,0.1,18,2.52,49,9.2416,28.272,-11.7,9.2574,432,22.5,40.3182,18.36,1203.84,7.7713,61.38,2352,1260,2406,144.9721,937,297.312,49.95,574.248,0,0,49,0,9.2416,0,180,18
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.272,-12,12.8436,228,72.0618,126.1878,7.44,2316.171,26.3797,47.43,5340,12096,9330,369.0871,2023,863.007,175.6254,1592.826,15.9294,67.89,49,372,9.2416,13.56,366,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.25,2,0.98,49,9.2416,28.272,-12,12.8436,228,72.0618,126.1878,7.44,2316.171,26.3797,47.43,5340,12096,9330,369.0871,2023,863.007,175.6254,1592.826,15.9294,67.89,49,372,9.2416,13.56,366,2
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0.05,2,0.89,64,11.8336,31.992,-6,6.4218,114,29.2242,48.7158,3.72,698.0448,11.8843,23.715,3768,5856,5640,183.4207,1609,313.527,48.7494,754.9692,6.0882,31.992,64,102,11.8336,3.96,78,2
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0,2,0.89,64,11.8336,31.992,-6,6.4218,114,29.2242,48.7158,3.72,698.0448,11.8843,23.715,3768,5856,5640,183.4207,1609,313.527,48.7494,754.9692,6.0882,31.992,64,102,11.8336,3.96,78,2
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.1,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,36.96,52.3302,3.84,714.51,14.8861,28.272,3024,4536,3900,223.0021,1369,435.438,57.75,744.657,6.4218,23.715,36,114,6.5025,3.72,108,-1
-8.94,2,108,1050,3.84,6.255,625,450,1.9321,2.4025,0.05,18,2.52,49,9.2416,28.272,-11.7,9.2574,432,22.5,40.3182,18.36,1203.84,7.7713,61.38,2352,1260,2406,144.9721,937,297.312,49.95,574.248,0,0,49,0,9.2416,0,180,18
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.15,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,36.96,52.3302,3.84,714.51,14.8861,28.272,3024,4536,3900,223.0021,1369,435.438,57.75,744.657,6.4218,23.715,36,114,6.5025,3.72,108,-1
-8.94,2,108,1050,3.84,6.255,625,450,1.9321,2.4025,0,18,2.52,49,9.2416,28.272,-11.7,9.2574,432,22.5,40.3182,18.36,1203.84,7.7713,61.38,2352,1260,2406,144.9721,937,297.312,49.95,574.248,0,0,49,0,9.2416,0,180,18
-11.34,2,102,1200,3.96,6.0882,625,300,1.9321,2.4025,0,14,2.48,64,11.8336,31.992,-7.8,6.1716,288,18.6588,29.973,12.24,908.16,6.7723,40.92,2592,960,2532,131.4841,1021,245.616,32.412,494.928,0,0,64,0,11.8336,0,120,14
-11.34,2,102,1200,3.96,6.0882,625,300,1.9321,2.4025,0.05,14,2.48,64,11.8336,31.992,-7.8,6.1716,288,18.6588,29.973,12.24,908.16,6.7723,40.92,2592,960,2532,131.4841,1021,245.616,32.412,494.928,0,0,64,0,11.8336,0,120,14
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0.15,2,0.89,64,11.8336,31.992,-6,6.4218,114,29.2242,48.7158,3.72,698.0448,11.8843,23.715,3768,5856,5640,183.4207,1609,313.527,48.7494,754.9692,6.0882,31.992,64,102,11.8336,3.96,78,2
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0.1,2,0.89,64,11.8336,31.992,-6,6.4218,114,29.2242,48.7158,3.72,698.0448,11.8843,23.715,3768,5856,5640,183.4207,1609,313.527,48.7494,754.9692,6.0882,31.992,64,102,11.8336,3.96,78,2
-11.34,2,102,1200,3.96,6.0882,625,300,1.9321,2.4025,0.15,14,2.48,64,11.8336,31.992,-7.8,6.1716,288,18.6588,29.973,12.24,908.16,6.7723,40.92,2592,960,2532,131.4841,1021,245.616,32.412,494.928,0,0,64,0,11.8336,0,120,14
-8.94,2,108,1050,3.84,6.255,625,450,1.9321,2.4025,0.3,18,2.52,49,9.2416,28.272,-11.7,9.2574,432,22.5,40.3182,18.36,1203.84,7.7713,61.38,2352,1260,2406,144.9721,937,297.312,49.95,574.248,0,0,49,0,9.2416,0,180,18
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.05,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,36.96,52.3302,3.84,714.51,14.8861,28.272,3024,4536,3900,223.0021,1369,435.438,57.75,744.657,6.4218,23.715,36,114,6.5025,3.72,108,-1
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,36.96,52.3302,3.84,714.51,14.8861,28.272,3024,4536,3900,223.0021,1369,435.438,57.75,744.657,6.4218,23.715,36,114,6.5025,3.72,108,-1
-7.96,2,110,1000,3.8,6.3106,625,700,1.9321,2.4025,0.2,18,2.52,49,9.2416,26.753,-11.58,8.201,322,21.5296,36.8634,13.56,953.2256,8.0765,51.584,2360,1880,2756,134.1211,1033,249.106,44.6636,467.2642,0,0,36,0,6.5025,0,140,-2
-7.96,2,110,1000,3.8,6.3106,625,700,1.9321,2.4025,0.25,18,2.52,49,9.2416,26.753,-11.58,8.201,322,21.5296,36.8634,13.56,953.2256,8.0765,51.584,2360,1880,2756,134.1211,1033,249.106,44.6636,467.2642,0,0,36,0,6.5025,0,140,-2
-9.56,2,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,59.8712,94.5638,9.44,2079.5736,22.8871,36.704,4416,5400,5656,375.8351,1805,793.39,118.364,1415.3742,2.1406,7.905,36,38,6.5025,1.24,328,-1
-9.56,2,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0.15,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,59.8712,94.5638,9.44,2079.5736,22.8871,36.704,4416,5400,5656,375.8351,1805,793.39,118.364,1415.3742,2.1406,7.905,36,38,6.5025,1.24,328,-1
-9.56,2,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0.1,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,59.8712,94.5638,9.44,2079.5736,22.8871,36.704,4416,5400,5656,375.8351,1805,793.39,118.364,1415.3742,2.1406,7.905,36,38,6.5025,1.24,328,-1
-7.96,2,110,1000,3.8,6.3106,625,1200,1.9321,2.4025,0.1,13,2.17,49,9.2416,26.753,-12.98,10.425,302,30.8596,58.393,11.96,1414.6736,10.9957,53.754,2880,3520,4388,179.4911,1181,373.388,75.97,781.4282,4.1144,27.28,36,192,6.5025,8.16,228,-2
-7.96,2,110,1000,3.8,6.3106,625,1200,1.9321,2.4025,0.15,13,2.17,49,9.2416,26.753,-12.98,10.425,302,30.8596,58.393,11.96,1414.6736,10.9957,53.754,2880,3520,4388,179.4911,1181,373.388,75.97,781.4282,4.1144,27.28,36,192,6.5025,8.16,228,-2
-7.96,2,110,1000,3.8,6.3106,625,700,1.9321,2.4025,0.15,18,2.52,49,9.2416,26.753,-11.58,8.201,322,21.5296,36.8634,13.56,953.2256,8.0765,51.584,2360,1880,2756,134.1211,1033,249.106,44.6636,467.2642,0,0,36,0,6.5025,0,140,-2
-7.96,2,110,1000,3.8,6.3106,625,700,1.9321,2.4025,0.1,18,2.52,49,9.2416,26.753,-11.58,8.201,322,21.5296,36.8634,13.56,953.2256,8.0765,51.584,2360,1880,2756,134.1211,1033,249.106,44.6636,467.2642,0,0,36,0,6.5025,0,140,-2
-6.98,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0.1,-2,-0.89,36,6.5025,25.234,-11.46,7.1446,212,20.5592,33.4118,8.76,727.3856,8.3817,41.788,2368,2420,3114,123.2701,1129,200.9,39.2556,362.2012,0,0,49,0,9.2416,0,100,18
-7.96,2,110,1000,3.8,6.3106,625,1200,1.9321,2.4025,0.2,13,2.17,49,9.2416,26.753,-12.98,10.425,302,30.8596,58.393,11.96,1414.6736,10.9957,53.754,2880,3520,4388,179.4911,1181,373.388,75.97,781.4282,4.1144,27.28,36,192,6.5025,8.16,228,-2
-7.96,2,110,1000,3.8,6.3106,625,700,1.9321,2.4025,0,18,2.52,49,9.2416,26.753,-11.58,8.201,322,21.5296,36.8634,13.56,953.2256,8.0765,51.584,2360,1880,2756,134.1211,1033,249.106,44.6636,467.2642,0,0,36,0,6.5025,0,140,-2
-7.96,2,110,1000,3.8,6.3106,625,700,1.9321,2.4025,0.05,18,2.52,49,9.2416,26.753,-11.58,8.201,322,21.5296,36.8634,13.56,953.2256,8.0765,51.584,2360,1880,2756,134.1211,1033,249.106,44.6636,467.2642,0,0,36,0,6.5025,0,140,-2
-6.98,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0,-2,-0.89,36,6.5025,25.234,-11.46,7.1446,212,20.5592,33.4118,8.76,727.3856,8.3817,41.788,2368,2420,3114,123.2701,1129,200.9,39.2556,362.2012,0,0,49,0,9.2416,0,100,18
-6.98,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0.05,-2,-0.89,36,6.5025,25.234,-11.46,7.1446,212,20.5592,33.4118,8.76,727.3856,8.3817,41.788,2368,2420,3114,123.2701,1129,200.9,39.2556,362.2012,0,0,49,0,9.2416,0,100,18
-8.9,2,100,1056,3.16,5.6642,576,576,1.6129,2.7556,0,14,2.48,64,11.8336,31.3076,-7.88,5.6134,216,17.8984,28.8962,8.28,767.2096,7.0913,40.6368,2432,1792,2768,125.4822,1040,218.7912,32.8564,415.3538,0,0,36,0,6.5025,0,100,-2
-9.56,2,106,1100,3.88,6.1994,625,600,1.9321,2.4025,0.3,14,2.48,64,11.8336,29.233,-8.98,6.1438,226,18.9688,29.957,9.48,767.2096,7.4105,37.944,2520,1792,2816,125.1291,1089,214.642,32.8564,409.9682,0,0,36,0,6.5025,0,100,-2
-9.56,2,106,1100,3.88,6.1994,625,600,1.9321,2.4025,0,14,2.48,64,11.8336,29.233,-8.98,6.1438,226,18.9688,29.957,9.48,767.2096,7.4105,37.944,2520,1792,2816,125.1291,1089,214.642,32.8564,409.9682,0,0,36,0,6.5025,0,100,-2
-9.56,2,106,1100,3.88,6.1994,625,600,1.9321,2.4025,0.05,14,2.48,64,11.8336,29.233,-8.98,6.1438,226,18.9688,29.957,9.48,767.2096,7.4105,37.944,2520,1792,2816,125.1291,1089,214.642,32.8564,409.9682,0,0,36,0,6.5025,0,100,-2
-8.94,2,108,1050,3.84,6.255,625,1350,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.272,-11.9,11.6482,296,62.656,111.7942,11.08,2180.366,22.5485,52.08,4776,9720,7886,320.3921,1805,752.472,154.374,1409.36,10.6196,45.26,49,248,9.2416,9.04,340,18
-6.98,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0.3,-2,-0.89,36,6.5025,25.234,-11.46,7.1446,212,20.5592,33.4118,8.76,727.3856,8.3817,41.788,2368,2420,3114,123.2701,1129,200.9,39.2556,362.2012,0,0,49,0,9.2416,0,100,18
-8.94,2,108,1050,3.84,6.255,625,1350,1.9321,2.4025,0,2,0.98,49,9.2416,28.272,-11.9,11.6482,296,62.656,111.7942,11.08,2180.366,22.5485,52.08,4776,9720,7886,320.3921,1805,752.472,154.374,1409.36,10.6196,45.26,49,248,9.2416,9.04,340,18
-8.94,2,108,1050,3.84,6.255,625,1350,1.9321,2.4025,0.05,2,0.98,49,9.2416,28.272,-11.9,11.6482,296,62.656,111.7942,11.08,2180.366,22.5485,52.08,4776,9720,7886,320.3921,1805,752.472,154.374,1409.36,10.6196,45.26,49,248,9.2416,9.04,340,18
-7.96,2,110,1000,3.8,6.3106,625,1200,1.9321,2.4025,0.3,13,2.17,49,9.2416,26.753,-12.98,10.425,302,30.8596,58.393,11.96,1414.6736,10.9957,53.754,2880,3520,4388,179.4911,1181,373.388,75.97,781.4282,4.1144,27.28,36,192,6.5025,8.16,228,-2
-9.56,2,106,1100,3.88,6.1994,625,600,1.9321,2.4025,0.15,14,2.48,64,11.8336,29.233,-8.98,6.1438,226,18.9688,29.957,9.48,767.2096,7.4105,37.944,2520,1792,2816,125.1291,1089,214.642,32.8564,409.9682,0,0,36,0,6.5025,0,100,-2
-6.98,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.234,-11.46,7.1446,212,20.5592,33.4118,8.76,727.3856,8.3817,41.788,2368,2420,3114,123.2701,1129,200.9,39.2556,362.2012,0,0,49,0,9.2416,0,100,18
-6.98,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0.25,-2,-0.89,36,6.5025,25.234,-11.46,7.1446,212,20.5592,33.4118,8.76,727.3856,8.3817,41.788,2368,2420,3114,123.2701,1129,200.9,39.2556,362.2012,0,0,49,0,9.2416,0,100,18
-8.94,2,108,1050,3.84,6.255,625,1350,1.9321,2.4025,0.1,2,0.98,49,9.2416,28.272,-11.9,11.6482,296,62.656,111.7942,11.08,2180.366,22.5485,52.08,4776,9720,7886,320.3921,1805,752.472,154.374,1409.36,10.6196,45.26,49,248,9.2416,9.04,340,18
-8.94,2,108,1050,3.84,6.255,625,1350,1.9321,2.4025,0.15,2,0.98,49,9.2416,28.272,-11.9,11.6482,296,62.656,111.7942,11.08,2180.366,22.5485,52.08,4776,9720,7886,320.3921,1805,752.472,154.374,1409.36,10.6196,45.26,49,248,9.2416,9.04,340,18
-6.98,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0.15,-2,-0.89,36,6.5025,25.234,-11.46,7.1446,212,20.5592,33.4118,8.76,727.3856,8.3817,41.788,2368,2420,3114,123.2701,1129,200.9,39.2556,362.2012,0,0,49,0,9.2416,0,100,18
-9.56,2,106,1100,3.88,6.1994,625,600,1.9321,2.4025,0.25,14,2.48,64,11.8336,29.233,-8.98,6.1438,226,18.9688,29.957,9.48,767.2096,7.4105,37.944,2520,1792,2816,125.1291,1089,214.642,32.8564,409.9682,0,0,36,0,6.5025,0,100,-2
-9.56,2,106,1100,3.88,6.1994,625,600,1.9321,2.4025,0.2,14,2.48,64,11.8336,29.233,-8.98,6.1438,226,18.9688,29.957,9.48,767.2096,7.4105,37.944,2520,1792,2816,125.1291,1089,214.642,32.8564,409.9682,0,0,36,0,6.5025,0,100,-2
-7.96,2,110,1000,3.8,6.3106,625,1200,1.9321,2.4025,0.25,13,2.17,49,9.2416,26.753,-12.98,10.425,302,30.8596,58.393,11.96,1414.6736,10.9957,53.754,2880,3520,4388,179.4911,1181,373.388,75.97,781.4282,4.1144,27.28,36,192,6.5025,8.16,228,-2
-9.56,2,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0.25,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,59.8712,94.5638,9.44,2079.5736,22.8871,36.704,4416,5400,5656,375.8351,1805,793.39,118.364,1415.3742,2.1406,7.905,36,38,6.5025,1.24,328,-1
-9.56,2,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0.2,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,59.8712,94.5638,9.44,2079.5736,22.8871,36.704,4416,5400,5656,375.8351,1805,793.39,118.364,1415.3742,2.1406,7.905,36,38,6.5025,1.24,328,-1
-8.94,2,108,1050,3.84,6.255,625,1350,1.9321,2.4025,0.25,2,0.98,49,9.2416,28.272,-11.9,11.6482,296,62.656,111.7942,11.08,2180.366,22.5485,52.08,4776,9720,7886,320.3921,1805,752.472,154.374,1409.36,10.6196,45.26,49,248,9.2416,9.04,340,18
-8.94,2,108,1050,3.84,6.255,625,1350,1.9321,2.4025,0.3,2,0.98,49,9.2416,28.272,-11.9,11.6482,296,62.656,111.7942,11.08,2180.366,22.5485,52.08,4776,9720,7886,320.3921,1805,752.472,154.374,1409.36,10.6196,45.26,49,248,9.2416,9.04,340,18
-9.56,2,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0.3,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,59.8712,94.5638,9.44,2079.5736,22.8871,36.704,4416,5400,5656,375.8351,1805,793.39,118.364,1415.3742,2.1406,7.905,36,38,6.5025,1.24,328,-1
-7.96,2,110,1000,3.8,6.3106,625,1200,1.9321,2.4025,0.05,13,2.17,49,9.2416,26.753,-12.98,10.425,302,30.8596,58.393,11.96,1414.6736,10.9957,53.754,2880,3520,4388,179.4911,1181,373.388,75.97,781.4282,4.1144,27.28,36,192,6.5025,8.16,228,-2
-7.96,2,110,1000,3.8,6.3106,625,1200,1.9321,2.4025,0,13,2.17,49,9.2416,26.753,-12.98,10.425,302,30.8596,58.393,11.96,1414.6736,10.9957,53.754,2880,3520,4388,179.4911,1181,373.388,75.97,781.4282,4.1144,27.28,36,192,6.5025,8.16,228,-2
-7.96,2,110,1000,3.8,6.3106,625,700,1.9321,2.4025,0.3,18,2.52,49,9.2416,26.753,-11.58,8.201,322,21.5296,36.8634,13.56,953.2256,8.0765,51.584,2360,1880,2756,134.1211,1033,249.106,44.6636,467.2642,0,0,36,0,6.5025,0,140,-2
-9.56,2,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0.05,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,59.8712,94.5638,9.44,2079.5736,22.8871,36.704,4416,5400,5656,375.8351,1805,793.39,118.364,1415.3742,2.1406,7.905,36,38,6.5025,1.24,328,-1
-9.56,2,106,1100,3.88,6.1994,625,600,1.9321,2.4025,0.1,14,2.48,64,11.8336,29.233,-8.98,6.1438,226,18.9688,29.957,9.48,767.2096,7.4105,37.944,2520,1792,2816,125.1291,1089,214.642,32.8564,409.9682,0,0,36,0,6.5025,0,100,-2
-5,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.15,-2,-0.89,36,6.5025,30.6064,-8.16,6.4764,232,19.3684,32.0754,7.46,727.3856,8.0372,50.6848,2520,2420,3266,124.402,1233,211.6448,39.2556,379.9948,0,0,49,0,9.2416,0,100,18
-5,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.1,-2,-0.89,36,6.5025,30.6064,-8.16,6.4764,232,19.3684,32.0754,7.46,727.3856,8.0372,50.6848,2520,2420,3266,124.402,1233,211.6448,39.2556,379.9948,0,0,49,0,9.2416,0,100,18
-5,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,30.6064,-8.16,6.4764,232,19.3684,32.0754,7.46,727.3856,8.0372,50.6848,2520,2420,3266,124.402,1233,211.6448,39.2556,379.9948,0,0,49,0,9.2416,0,100,18
-7.58,2,118,1188,3.1,5.6196,729,1728,1.5876,3.5344,0.2,4,1.78,64,11.8336,35.4568,-8.48,9.6012,206,45.8276,76.9966,4.98,1502.9696,17.6476,51.2864,4392,8136,7112,269.021,1777,581.9336,100.9932,1084.713,11.4912,71.44,36,376,6.5025,11.04,220,-2
-5,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.3,-2,-0.89,36,6.5025,30.6064,-8.16,6.4764,232,19.3684,32.0754,7.46,727.3856,8.0372,50.6848,2520,2420,3266,124.402,1233,211.6448,39.2556,379.9948,0,0,49,0,9.2416,0,100,18
-5,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.25,-2,-0.89,36,6.5025,30.6064,-8.16,6.4764,232,19.3684,32.0754,7.46,727.3856,8.0372,50.6848,2520,2420,3266,124.402,1233,211.6448,39.2556,379.9948,0,0,49,0,9.2416,0,100,18
-5,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0,-2,-0.89,36,6.5025,30.6064,-8.16,6.4764,232,19.3684,32.0754,7.46,727.3856,8.0372,50.6848,2520,2420,3266,124.402,1233,211.6448,39.2556,379.9948,0,0,49,0,9.2416,0,100,18
-5,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.05,-2,-0.89,36,6.5025,30.6064,-8.16,6.4764,232,19.3684,32.0754,7.46,727.3856,8.0372,50.6848,2520,2420,3266,124.402,1233,211.6448,39.2556,379.9948,0,0,49,0,9.2416,0,100,18
-6.96,3,120,1134,3.06,5.67,729,1944,1.5876,3.5344,0.2,2,0.98,49,9.2416,34.2912,-8.04,11.6424,252,81.564,145.1298,5.88,2697.537,29.5926,57.528,6156,14262,10914,409.234,2343,992.0904,203.6064,1847.112,14.4396,82.344,49,408,9.2416,11.22,420,2
-6.96,3,120,1134,3.06,5.67,729,1944,1.5876,3.5344,0.25,2,0.98,49,9.2416,34.2912,-8.04,11.6424,252,81.564,145.1298,5.88,2697.537,29.5926,57.528,6156,14262,10914,409.234,2343,992.0904,203.6064,1847.112,14.4396,82.344,49,408,9.2416,11.22,420,2
-4.02,3,126,972,2.94,5.8212,729,1134,1.5876,3.5344,0.3,-1,-0.49,36,6.5025,28.764,-6.96,5.67,120,35.7588,51.1602,3.06,724.608,14.5416,34.2912,3168,4680,4068,224.134,1473,445.536,56.5488,756.6954,5.8212,28.764,36,126,6.5025,2.94,108,-1
-4.32,3,120,936,2.88,5.775,676,1092,1.5625,3.3489,0.3,-1,-0.49,36,6.5025,27.999,-7.26,5.625,114,35.6664,51.0702,3,723.078,14.5165,33.3792,3096,4608,3984,223.9485,1420,444.006,56.4564,754.8714,5.775,27.999,36,120,6.5025,2.88,108,-1
-8.9,3,100,1056,3.16,5.6642,576,912,1.6129,2.7556,0.25,2,0.89,64,11.8336,31.3076,-6.32,5.8166,106,96.3672,156.9214,3.04,3107.9336,36.6163,27.0248,6312,10556,9552,583.6782,2492,1276.0072,199.8916,2372.6278,5.8674,25.398,36,108,6.5025,3,500,-1
-8.9,3,100,1056,3.16,5.6642,576,912,1.6129,2.7556,0.2,2,0.89,64,11.8336,31.3076,-6.32,5.8166,106,96.3672,156.9214,3.04,3107.9336,36.6163,27.0248,6312,10556,9552,583.6782,2492,1276.0072,199.8916,2372.6278,5.8674,25.398,36,108,6.5025,3,500,-1
-7.26,3,114,1092,3,5.625,676,468,1.5625,3.3489,0.1,18,2.52,49,9.2416,33.3792,-6.66,8.325,450,21.24,38.4534,15.84,1203.84,7.4017,72.468,2436,1260,2442,145.9185,988,307.5264,49.95,596.424,0,0,49,0,9.2416,0,180,18
-9.36,3,114,1296,3.18,5.5188,729,324,1.5876,3.5344,0.25,14,2.48,64,11.8336,38.8032,-3.84,5.5944,312,17.52,28.8186,10.68,908.16,6.4278,49.632,2784,960,2580,132.616,1125,259.2384,32.412,512.352,0,0,64,0,11.8336,0,120,14
-7.58,3,118,1188,3.1,5.6196,729,1026,1.5876,3.5344,0.1,2,0.89,64,11.8336,35.4568,-5,5.7708,124,96.278,156.8298,2.98,3114.6656,36.591,30.6064,6576,10772,9780,584.457,2645,1284.3056,199.7992,2379.791,5.8212,28.764,36,126,6.5025,2.94,500,-1
-4.32,3,120,936,2.88,5.775,676,1248,1.5625,3.3489,0.1,-2,-0.89,36,6.5025,27.999,-9.66,5.475,108,18.2952,28.737,3.12,526.32,8.3173,37.7712,2448,2880,3576,113.3655,1276,161.262,33.726,270.6174,0,0,36,0,6.5025,0,60,-2
-9.36,3,114,1296,3.18,5.5188,729,972,1.5876,3.5344,0.15,2,0.89,64,11.8336,38.8032,-4.02,5.8212,126,73.8696,123.957,2.94,2416.233,27.5004,28.764,5760,9138,8634,443.851,2229,976.9404,155.1366,1935.534,5.8212,28.764,64,126,11.8336,2.94,378,2
-7.2,3,100,1674,2.58,6.2748,729,1296,1.5876,3.5344,0.3,2,0.98,49,9.2416,34.7424,-5.36,7.7616,168,52.2508,91.8638,3.92,1573.178,19.8462,38.352,5508,10192,8502,267.962,2239,607.1268,121.0108,1175.0888,9.6264,54.896,289,272,9.9856,7.48,244,0
-9.36,3,114,1296,3.18,5.5188,729,972,1.5876,3.5344,0.1,2,0.89,64,11.8336,38.8032,-4.02,5.8212,126,73.8696,123.957,2.94,2416.233,27.5004,28.764,5760,9138,8634,443.851,2229,976.9404,155.1366,1935.534,5.8212,28.764,64,126,11.8336,2.94,378,2
-6.34,3,96,1560,2.46,6.3,676,624,1.5625,3.3489,0.3,18,2.52,49,9.2416,31.6956,-5.88,7.475,340,24.7116,42.3664,11.52,926.5848,9.8469,57.645,3840,3056,4612,143.1963,1566,281.2272,54.2268,512.526,1.875,11.1264,256,38,6.6564,1,144,10
-9.66,3,108,1248,3.12,5.475,676,936,1.5625,3.3489,0.3,2,0.89,64,11.8336,37.7712,-4.32,5.775,120,73.782,123.8646,2.88,2414.703,27.4753,27.999,5664,9066,8562,443.6655,2176,974.8764,155.0442,1934.004,5.775,27.999,64,120,11.8336,2.88,378,2
-4.02,3,126,972,2.94,5.8212,729,1296,1.5876,3.5344,0,-2,-0.89,36,6.5025,28.764,-9.36,5.5188,114,18.3876,28.8246,3.18,526.32,8.3424,38.8032,2520,2880,3672,113.551,1329,162.792,33.726,272.6814,0,0,36,0,6.5025,0,60,-2
-7.26,3,114,1092,3,5.625,676,936,1.5625,3.3489,0.15,1,0.49,49,9.2416,33.3792,-4.32,5.775,120,27.6048,37.605,2.88,521.7768,14.7373,27.999,3840,7512,4686,137.7519,2722,238.7304,49.95,427.3644,7.65,28.3284,49,60,9.2416,1.38,72,1
-7.26,3,114,1092,3,5.625,676,936,1.5625,3.3489,0.1,1,0.49,49,9.2416,33.3792,-4.32,5.775,120,27.6048,37.605,2.88,521.7768,14.7373,27.999,3840,7512,4686,137.7519,2722,238.7304,49.95,427.3644,7.65,28.3284,49,60,9.2416,1.38,72,1
-7.26,3,114,1092,3,5.625,676,1872,1.5625,3.3489,0.1,2,0.98,49,9.2416,33.3792,-8.64,11.55,240,81.474,144.945,5.76,2693.157,29.5675,55.998,6072,14106,10770,409.0485,2290,990.2664,203.3772,1844.052,14.325,80.154,49,390,9.2416,11.04,420,2
-4.02,3,126,972,2.94,5.8212,729,1296,1.5876,3.5344,0.05,-2,-0.89,36,6.5025,28.764,-9.36,5.5188,114,18.3876,28.8246,3.18,526.32,8.3424,38.8032,2520,2880,3672,113.551,1329,162.792,33.726,272.6814,0,0,36,0,6.5025,0,60,-2
