"D_mc.chi.1.all","ox","D_mc.Z.1.all","mc.Z.1.all","D_mc.S.1.all","mc.S.1.all","mc.Z.0.all","mc.Z.2.all","mc.S.0.all","mc.chi.0.all","alpha","D_lc.Z.1.eq","D_lc.chi.1.eq","lc.Z.0.eq","lc.chi.0.eq","mc.chi.1.all","D_mc.chi.2.all","mc.S.2.all","D_mc.Z.2.all","f.S.1.all","f.S.2.all","D_mc.S.2.all","f.chi.3.all","f.S.0.all","mc.chi.2.all","f.Z.1.all","f.Z.3.all","f.Z.2.all","f.chi.0.all","f.Z.0.all","f.chi.1.all","f.S.3.all","f.chi.2.all","mc.S.3.all","mc.chi.3.all","lc.Z.0.ax","D_mc.Z.3.all","lc.chi.0.ax","D_mc.S.3.all","f.I.3.all","D_lc.Z.1.ax"
-7.58,2,118,1188,3.1,5.6196,729,1701,1.5876,3.5344,0.2,4,1.78,64,11.8336,35.4568,-8.08,9.6264,207,48.7228,80.7192,4.96,1533.1696,18.6808,50.5344,4500,8420,7178,287.4515,1801,629.0576,104.7906,1165.382,12.4614,76.234,36,397,6.5025,11.53,228,-1.5
-5.98,2,122,1080,3.02,5.7204,729,1728,1.5876,3.5344,0.2,2,0.98,49,9.2416,32.4488,-8.48,9.6012,206,53.298,87.2646,4.98,1712.4496,20.6852,51.2864,4416,8720,7108,304.023,1865,656.4976,121.8444,1148.669,11.4912,71.44,36,376,6.5025,11.04,268,-2
-6.89,2,112,950,3.76,6.3662,625,1275,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.0945,-11.05,7.2419,124,29.3336,45.94,4.52,786.001,12.0464,33.945,2944,4362,4382,169.7171,1361,304.016,55.3324,539.528,4.2395,18.6775,50,105,9.16805,3.9,108,1.5
-7.88,2,112,1144,3.04,5.575,676,1638,1.5625,3.3489,0.2,4,1.78,64,11.8336,34.5138,-8.58,9.55,197,48.6336,80.5664,4.86,1529.1146,18.6557,49.1904,4412,8296,7052,287.266,1748,627.1716,104.5928,1162.694,12.3625,74.2065,36,380,6.5025,11.36,228,-1.5
-6.23,2,106,912,3.04,5.8166,576,1224,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,26.8754,-10.28,6.6167,117,28.2344,44.6896,3.68,788.652,11.7272,36.354,2868,4322,4280,170.0702,1312,307.5778,54.6004,544.346,3.8735,20.003,50,100,9.16805,3.3,108,1.5
-4.32,2,120,936,2.88,5.775,676,1248,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,27.999,-9.66,5.475,108,18.2952,28.737,3.12,526.32,8.3173,37.7712,2448,2880,3576,113.3655,1276,161.262,33.726,270.6174,0,0,36,0,6.5025,0,60,-2
-6,2,114,900,3.72,6.4218,625,1150,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,23.715,-10.54,6.1438,104,25.3792,37.419,3.92,589.05,10.7533,30.752,2592,3432,3620,149.2801,1273,246.942,41.734,420.925,2.1406,7.905,36,38,6.5025,1.24,76,-1
-4.32,2,120,936,2.88,5.775,676,1248,1.5625,3.3489,0.25,-2,-0.89,36,6.5025,27.999,-9.66,5.475,108,18.2952,28.737,3.12,526.32,8.3173,37.7712,2448,2880,3576,113.3655,1276,161.262,33.726,270.6174,0,0,36,0,6.5025,0,60,-2
-6.32,2,106,912,3.04,5.8166,576,1344,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,27.0248,-10.68,7.62,136,35.9344,58.163,4.16,1104.5176,14.5391,39.7736,3240,5600,5050,208.0082,1444,402.4816,78.006,699.1724,5.7912,31.54,49,164,9.2416,5.6,164,2
-6.28,2,116,1040,2.96,5.675,676,1664,1.5625,3.3489,0.2,2,0.98,49,9.2416,31.5858,-8.98,9.525,196,53.2072,87.1122,4.88,1708.6496,20.6601,49.9224,4336,8608,6980,303.8375,1812,654.7716,121.662,1145.941,11.4,69.54,36,360,6.5025,10.88,268,-2
-7.12,2,104,960,3.08,5.7658,576,1344,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,28.3528,-10.68,7.62,136,32.1984,53.0242,4.16,994.4656,13.0203,39.7736,3216,5276,5040,190.5072,1400,364.8476,67.71,664.9864,5.7912,31.54,64,164,11.8336,5.6,140,4
-5.98,2,122,1080,3.02,5.7204,729,1674,1.5876,3.5344,0.2,2,0.98,49,9.2416,32.4488,-7.68,9.6516,208,59.0884,94.7098,4.94,1775.4096,22.7516,49.7824,4632,9304,7240,340.884,1913,750.745600000001,129.4456,1310.007,13.4316,81.028,36,418,6.5025,12.02,284,-1
-9.56,2,106,1100,3.88,6.1994,625,1600,1.9321,2.4025,0.2,4,1.78,64,11.8336,29.233,-11.78,10.5918,186,46.9872,78.9778,6.28,1477.8896,17.9921,42.284,4216,7912,6856,267.8891,1673,569.486,103.3644,1066.7082,12.6768,58.9,36,344,6.5025,13.12,220,-2
-6,2,114,900,3.72,6.4218,625,1100,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,23.715,-9.74,6.1994,106,31.1696,44.8746,3.88,651.78,12.8197,29.512,2808,3984,3760,186.1411,1321,341.19,49.742,582.791,4.2812,15.81,36,76,6.5025,2.48,92,-2
-9.56,2,106,1100,3.88,6.1994,625,1550,1.9321,2.4025,0.2,4,1.78,64,11.8336,29.233,-10.98,10.6474,188,52.7776,86.4334,6.24,1534.9236,20.0585,41.044,4432,8432,6996,304.7501,1721,663.734,111.3596,1228.5742,14.8174,66.805,36,382,6.5025,14.36,236,-1
-5,2,124,1026,2.98,5.7708,729,1512,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,30.6064,-8.92,7.56,160,35.8428,58.043,4.08,1112.8776,14.5138,45.0448,3468,5768,5386,208.787,1597,409.6448,77.9148,709.7148,5.7456,35.72,49,188,9.2416,5.52,164,2
-8.85,2,108,1050,3.84,6.255,625,1675,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.1325,-11.49,11.7455,208,64.2232,105.2288,6.84,1963.809,24.3892,44.237,4824,10066,7770,360.1891,1897,796.428,145.43,1414.622,16.9163,77.5775,50,449,9.16805,17.02,316,1.5
-5.98,2,122,1080,3.02,5.7204,729,1701,1.5876,3.5344,0.2,2,0.98,49,9.2416,32.4488,-8.08,9.6264,207,56.1932,90.9872,4.96,1743.9296,21.7184,50.5344,4524,9012,7174,322.4535,1889,703.621600000001,125.645,1229.338,12.4614,76.234,36,397,6.5025,11.53,276,-1.5
-7.17,2,114,1092,3,5.625,676,1768,1.5625,3.3489,0.2,2,0.98,49,9.2416,33.2145,-8.81,10.5375,218,60.068,99.1406,5.32,1961.324,22.9864,52.9602,4800,9942,7836,342.705,1924,759.468000000001,138.2388,1349.8954,14.25,86.925,50,450,9.16805,13.6,308,1
-6.1,2,116,1040,2.96,5.675,676,1352,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,31.2564,-7.72,7.6,156,43.5976,67.673,3.92,1126.4016,17.1027,40.9188,3808,6508,5536,264.8225,1596,559.1508,82.6684,995.9688,9.55,53.436,64,260,11.8336,7.36,172,4
-7.88,2,112,1144,3.04,5.575,676,1664,1.5625,3.3489,0.2,4,1.78,64,11.8336,34.5138,-8.98,9.525,196,45.7384,76.8442,4.88,1499.1696,17.6225,49.9224,4304,8024,6984,268.8355,1724,580.0476,100.8108,1081.985,11.4,69.54,36,360,6.5025,10.88,220,-2
-8.56,2,116,1242,3.14,5.5692,729,1944,1.5876,3.5344,0.2,4,1.78,64,11.8336,37.2992,-8.04,11.6424,252,63.2828,106.2278,5.88,2126.18,23.819,57.528,5340,11216,8858,364.257,2045,828.7864,144.4044,1528.724,17.2368,107.16,49,564,9.2416,16.56,324,2
-10.54,2,104,1150,3.92,6.1438,625,1800,1.9321,2.4025,0.2,4,1.78,64,11.8336,30.752,-12,12.8436,228,64.432,108.6302,7.44,2088.56,24.1635,47.43,5156,10880,8570,363.1251,1941,815.692,147.9612,1508.528,19.0152,88.35,49,516,9.2416,19.68,324,2
-10.45,2,104,1150,3.92,6.1438,625,1675,1.9321,2.4025,0.2,4,1.78,64,11.8336,30.6125,-11.49,11.7455,208,56.732,94.9672,6.84,1758.361,21.3516,44.237,4784,9506,7790,325.1871,1809,720.808,124.446,1353.514,16.9163,77.5775,50,449,9.16805,17.02,268,1.5
-7.96,2,110,1000,3.8,6.3106,625,1600,1.9321,2.4025,0.2,2,0.98,49,9.2416,26.753,-11.78,10.5918,186,54.4784,89.2458,6.28,1687.3696,21.0297,42.284,4256,8496,6852,302.8911,1761,645.106,124.2156,1130.6642,12.6768,58.9,36,344,6.5025,13.12,268,-2
-4.32,2,120,936,2.88,5.775,676,1222,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,27.999,-9.26,5.5,109,21.1904,32.4592,3.1,559.113,9.3505,37.0392,2556,3168,3644,131.796,1300,208.386,37.5144,351.3264,0.9625,4.6665,36,20,6.5025,0.48,68,-1.5
-7.78,2,110,1000,3.8,6.3106,625,1300,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,26.474,-9.96,8.4512,148,44.8688,69.3754,5.04,1110.0496,17.4723,34.658,3728,6404,5432,263.8761,1545,549.586,84.8076,983.4472,10.6196,45.26,64,248,11.8336,9.04,172,4
-5.3,2,118,988,2.92,5.725,676,1456,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,29.7924,-9.32,7.5,152,35.7512,57.923,4,1110.9776,14.4887,43.8468,3392,5712,5274,208.6015,1544,408.0168,77.8236,707.3188,5.7,34.77,49,180,9.2416,5.44,164,2
-7.78,2,110,1000,3.8,6.3106,625,1400,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,26.474,-11.56,8.34,144,33.288,54.4642,5.12,990.2856,13.3395,37.138,3296,5332,5152,190.1541,1449,361.09,68.8044,659.7152,6.3384,29.45,64,172,11.8336,6.56,140,4
-5.21,2,118,988,2.92,5.725,676,1222,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,29.6277,-7.49,6.6125,135,39.632,59.37,3.46,921.073,15.8096,37.149,3452,5538,4756,244.3855,1508,501.5784,69.6256,874.628,7.6625,40.7175,50,190,9.16805,5.12,140,1.5
-9.74,2,106,1100,3.88,6.1994,625,1800,1.9321,2.4025,0.2,2,0.98,49,9.2416,29.512,-12,12.8436,228,68.1776,113.7594,7.44,2187.988,25.6823,47.43,5176,11140,8556,380.6261,1985,853.502,158.5164,1538.298,19.0152,88.35,64,516,11.8336,19.68,348,4
-5.3,2,118,988,2.92,5.725,676,1352,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,29.7924,-7.72,7.6,156,47.332,72.8118,3.92,1239.0136,18.6215,40.9188,3824,6848,5546,282.3235,1640,596.5128,92.9708,1030.1548,9.55,53.436,49,260,9.2416,7.36,196,2
-7.96,2,110,1000,3.8,6.3106,625,1550,1.9321,2.4025,0.2,2,0.98,49,9.2416,26.753,-10.98,10.6474,188,60.2688,96.7014,6.24,1746.9636,23.0961,41.044,4472,9032,6992,339.7521,1809,739.354,132.2172,1292.5302,14.8174,66.805,36,382,6.5025,14.36,284,-1
-6.98,2,112,950,3.76,6.3662,625,1400,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.234,-11.56,8.34,144,37.0336,59.603,5.12,1100.3376,14.8583,37.138,3316,5656,5162,207.6551,1493,398.9,79.1004,693.9012,6.3384,29.45,49,172,9.2416,6.56,164,2
-6.89,2,112,950,3.76,6.3662,625,1175,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,25.0945,-9.45,7.3531,128,40.9144,60.8512,4.44,908.613,16.1792,31.465,3376,5450,4662,243.4391,1457,492.512,71.342,863.26,8.5207,34.4875,50,181,9.16805,6.38,140,1.5
-10.45,2,104,1150,3.92,6.1438,625,1700,1.9321,2.4025,0.2,4,1.78,64,11.8336,30.6125,-11.89,11.7177,207,53.8368,91.2394,6.86,1730.556,20.3184,44.857,4676,9250,7720,306.7566,1785,673.684,120.45,1272.581,15.846,73.625,50,430,9.16805,16.4,260,1
-7.88,2,112,1144,3.04,5.575,676,1612,1.5625,3.3489,0.2,4,1.78,64,11.8336,34.5138,-8.18,9.575,198,51.5288,84.2886,4.84,1559.0596,19.6889,48.4584,4520,8568,7120,305.6965,1772,674.2956,108.3748,1243.403,13.325,78.873,36,400,6.5025,11.84,236,-1
-6.89,2,112,950,3.76,6.3662,625,1200,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,25.0945,-9.85,7.3253,127,38.0192,57.1234,4.46,877.96,15.146,32.085,3268,5178,4592,225.0086,1433,445.388,67.3396,782.327,7.4504,30.535,50,162,9.16805,5.76,132,1
-4.32,2,120,936,2.88,5.775,676,1144,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,27.999,-8.06,5.575,112,29.876,43.6258,3.04,657.492,12.4501,34.8432,2880,4032,3848,187.0875,1372,349.758,48.8796,593.4534,3.85,18.666,36,80,6.5025,1.92,92,-2
-4.91,2,124,1026,2.98,5.7708,729,1377,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,30.4372,-8.74,6.5646,138,28.1428,44.5854,3.61,793.954,11.7019,41.172,3096,4442,4586,170.849,1465,314.7014,54.5394,553.982,3.843,22.654,50,115,9.16805,3.25,108,1.5
-6.1,2,116,1040,2.96,5.675,676,1456,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,31.2564,-9.32,7.5,152,32.0168,52.7842,4,1000.9256,12.9699,43.8468,3376,5388,5264,191.1005,1500,370.6548,67.5276,673.1328,5.7,34.77,64,180,11.8336,5.44,140,4
-7.96,2,110,1000,3.8,6.3106,625,1575,1.9321,2.4025,0.2,2,0.98,49,9.2416,26.753,-11.38,10.6196,187,57.3736,92.9736,6.26,1717.1666,22.0629,41.664,4364,8764,6922,321.3216,1785,692.23,128.2164,1211.5972,13.7471,62.8525,36,363,6.5025,13.74,276,-1.5
-4.32,2,120,936,2.88,5.775,676,1118,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,27.999,-7.66,5.6,113,32.7712,47.348,3.02,690.285,13.4833,34.1112,2988,4320,3916,205.518,1396,396.882,52.668,674.1624,4.8125,23.3325,36,100,6.5025,2.4,100,-1.5
-7.58,2,118,1188,3.1,5.6196,729,1674,1.5876,3.5344,0.2,4,1.78,64,11.8336,35.4568,-7.68,9.6516,208,51.618,84.4418,4.94,1563.3696,19.714,49.7824,4608,8704,7244,305.882,1825,676.1816,108.588,1246.051,13.4316,81.028,36,418,6.5025,12.02,236,-1
-6,2,114,900,3.72,6.4218,625,1175,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,23.715,-10.94,6.116,103,22.484,33.6912,3.94,557.685,9.7201,31.372,2484,3156,3550,130.8496,1249,199.818,37.73,339.992,1.0703,3.9525,36,19,6.5025,0.62,68,-1.5
-4.02,2,126,972,2.94,5.8212,729,1134,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,28.764,-6.96,5.67,120,35.7588,51.1602,3.06,724.608,14.5416,34.2912,3168,4680,4068,224.134,1473,445.536,56.5488,756.6954,5.8212,28.764,36,126,6.5025,2.94,108,-1
-6,2,114,900,3.72,6.4218,625,1075,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,23.715,-9.34,6.2272,107,34.0648,48.6024,3.86,683.145,13.8529,28.892,2916,4260,3830,204.5716,1345,388.314,53.746,663.724,5.3515,19.7625,36,95,6.5025,3.1,100,-1.5
-4.02,2,126,972,2.94,5.8212,729,1296,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,28.764,-9.36,5.5188,114,18.3876,28.8246,3.18,526.32,8.3424,38.8032,2520,2880,3672,113.551,1329,162.792,33.726,272.6814,0,0,36,0,6.5025,0,60,-2
-5.8,2,122,1080,3.02,5.7204,729,1404,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,32.1104,-7.32,7.6608,164,43.6884,67.7946,4,1129.3216,17.1278,42.0368,3888,6612,5640,265.008,1649,560.8588,82.8212,998.2048,9.6264,54.896,64,272,11.8336,7.48,172,4
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0.2,2,0.89,64,11.8336,31.992,-6,6.4218,114,29.2242,48.7158,3.72,698.0448,11.8843,23.715,3768,5856,5640,183.4207,1609,313.527,48.7494,754.9692,6.0882,31.992,64,102,11.8336,3.96,78,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.1,2,0.98,49,9.2416,28.272,-12,12.8436,228,82.734,147.5322,7.44,2668.629,29.9371,47.43,5988,13950,10626,408.1021,2239,980.052,206.586,1826.916,15.9294,67.89,49,372,9.2416,13.56,420,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.15,2,0.98,49,9.2416,28.272,-12,12.8436,228,82.734,147.5322,7.44,2668.629,29.9371,47.43,5988,13950,10626,408.1021,2239,980.052,206.586,1826.916,15.9294,67.89,49,372,9.2416,13.56,420,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0,2,0.98,49,9.2416,28.272,-12,12.8436,228,82.734,147.5322,7.44,2668.629,29.9371,47.43,5988,13950,10626,408.1021,2239,980.052,206.586,1826.916,15.9294,67.89,49,372,9.2416,13.56,420,2
-8.94,2,108,1050,3.84,6.255,625,450,1.9321,2.4025,0.25,18,2.52,49,9.2416,28.272,-11.7,9.2574,432,22.5,40.3182,18.36,1203.84,7.7713,61.38,2352,1260,2406,144.9721,937,297.312,49.95,574.248,0,0,49,0,9.2416,0,180,18
-8.94,2,108,1050,3.84,6.255,625,450,1.9321,2.4025,0.2,18,2.52,49,9.2416,28.272,-11.7,9.2574,432,22.5,40.3182,18.36,1203.84,7.7713,61.38,2352,1260,2406,144.9721,937,297.312,49.95,574.248,0,0,49,0,9.2416,0,180,18
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.25,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,142.296,223.783799999999,3.84,4480.5,55.1166999999999,28.272,8064,13800,12000,864.537100000002,3373,1888.938,290.2872,3275.277,6.4218,23.715,36,114,6.5025,3.72,744,-1
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,142.296,223.783799999999,3.84,4480.5,55.1166999999999,28.272,8064,13800,12000,864.537100000002,3373,1888.938,290.2872,3275.277,6.4218,23.715,36,114,6.5025,3.72,744,-1
-6,2,114,900,3.72,6.4218,625,1200,1.9321,2.4025,0.3,-2,-0.89,36,6.5025,23.715,-11.34,6.0882,102,19.5888,29.9634,3.96,526.32,8.6869,31.992,2376,2880,3480,112.4191,1225,152.694,33.726,259.059,0,0,36,0,6.5025,0,60,-2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.25,2,0.98,49,9.2416,28.272,-12,12.8436,228,82.734,147.5322,7.44,2668.629,29.9371,47.43,5988,13950,10626,408.1021,2239,980.052,206.586,1826.916,15.9294,67.89,49,372,9.2416,13.56,420,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.272,-12,12.8436,228,82.734,147.5322,7.44,2668.629,29.9371,47.43,5988,13950,10626,408.1021,2239,980.052,206.586,1826.916,15.9294,67.89,49,372,9.2416,13.56,420,2
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.3,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,142.296,223.783799999999,3.84,4480.5,55.1166999999999,28.272,8064,13800,12000,864.537100000002,3373,1888.938,290.2872,3275.277,6.4218,23.715,36,114,6.5025,3.72,744,-1
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.05,2,0.98,49,9.2416,28.272,-12,12.8436,228,82.734,147.5322,7.44,2668.629,29.9371,47.43,5988,13950,10626,408.1021,2239,980.052,206.586,1826.916,15.9294,67.89,49,372,9.2416,13.56,420,2
-6,2,114,900,3.72,6.4218,625,1200,1.9321,2.4025,0.25,-2,-0.89,36,6.5025,23.715,-11.34,6.0882,102,19.5888,29.9634,3.96,526.32,8.6869,31.992,2376,2880,3480,112.4191,1225,152.694,33.726,259.059,0,0,36,0,6.5025,0,60,-2
-6,2,114,900,3.72,6.4218,625,1200,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,23.715,-11.34,6.0882,102,19.5888,29.9634,3.96,526.32,8.6869,31.992,2376,2880,3480,112.4191,1225,152.694,33.726,259.059,0,0,36,0,6.5025,0,60,-2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.1,2,0.98,49,9.2416,28.272,-12,12.8436,228,72.0618,126.1878,7.44,2316.171,26.3797,47.43,5340,12096,9330,369.0871,2023,863.007,175.6254,1592.826,15.9294,67.89,49,372,9.2416,13.56,366,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.15,2,0.98,49,9.2416,28.272,-12,12.8436,228,72.0618,126.1878,7.44,2316.171,26.3797,47.43,5340,12096,9330,369.0871,2023,863.007,175.6254,1592.826,15.9294,67.89,49,372,9.2416,13.56,366,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.3,2,0.98,49,9.2416,28.272,-12,12.8436,228,82.734,147.5322,7.44,2668.629,29.9371,47.43,5988,13950,10626,408.1021,2239,980.052,206.586,1826.916,15.9294,67.89,49,372,9.2416,13.56,420,2
-6,2,114,900,3.72,6.4218,625,1200,1.9321,2.4025,0.1,-2,-0.89,36,6.5025,23.715,-11.34,6.0882,102,19.5888,29.9634,3.96,526.32,8.6869,31.992,2376,2880,3480,112.4191,1225,152.694,33.726,259.059,0,0,36,0,6.5025,0,60,-2
-6,2,114,900,3.72,6.4218,625,1200,1.9321,2.4025,0.15,-2,-0.89,36,6.5025,23.715,-11.34,6.0882,102,19.5888,29.9634,3.96,526.32,8.6869,31.992,2376,2880,3480,112.4191,1225,152.694,33.726,259.059,0,0,36,0,6.5025,0,60,-2
-8.94,2,108,1050,3.84,6.255,625,1200,1.9321,2.4025,0.15,13,2.17,49,9.2416,28.272,-13.8,12.5934,402,36.495,72.6126,15.96,1900.128,12.1501,64.635,3132,3840,4854,213.0271,1159,483.735,96.7176,1045.494,6.1716,40.92,49,288,9.2416,12.24,312,13
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0,2,0.98,49,9.2416,28.272,-12,12.8436,228,72.0618,126.1878,7.44,2316.171,26.3797,47.43,5340,12096,9330,369.0871,2023,863.007,175.6254,1592.826,15.9294,67.89,49,372,9.2416,13.56,366,2
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.05,2,0.98,49,9.2416,28.272,-12,12.8436,228,72.0618,126.1878,7.44,2316.171,26.3797,47.43,5340,12096,9330,369.0871,2023,863.007,175.6254,1592.826,15.9294,67.89,49,372,9.2416,13.56,366,2
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,142.296,223.7838,3.84,4480.5,55.1167,28.272,8064,13800,12000,864.5371,3373,1888.938,290.2872,3275.277,6.4218,23.715,36,114,6.5025,3.72,744,-1
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.05,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,142.296,223.7838,3.84,4480.5,55.1167,28.272,8064,13800,12000,864.5371,3373,1888.938,290.2872,3275.277,6.4218,23.715,36,114,6.5025,3.72,744,-1
-6,2,114,900,3.72,6.4218,625,1200,1.9321,2.4025,0.05,-2,-0.89,36,6.5025,23.715,-11.34,6.0882,102,19.5888,29.9634,3.96,526.32,8.6869,31.992,2376,2880,3480,112.4191,1225,152.694,33.726,259.059,0,0,36,0,6.5025,0,60,-2
-6,2,114,900,3.72,6.4218,625,1200,1.9321,2.4025,0,-2,-0.89,36,6.5025,23.715,-11.34,6.0882,102,19.5888,29.9634,3.96,526.32,8.6869,31.992,2376,2880,3480,112.4191,1225,152.694,33.726,259.059,0,0,36,0,6.5025,0,60,-2
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0.1,2,0.89,64,11.8336,31.992,-6,6.4218,114,75.0083999999999,125.1582,3.72,2406.135,27.8449,23.715,5568,8994,8490,442.719099999999,2125,963.318000000001,156.3378,1925.436,6.4218,23.715,64,114,11.8336,3.72,378,2
-8.94,2,108,1050,3.84,6.255,625,1200,1.9321,2.4025,0.2,13,2.17,49,9.2416,28.272,-13.8,12.5934,402,36.495,72.6126,15.96,1900.128,12.1501,64.635,3132,3840,4854,213.0271,1159,483.735,96.7176,1045.494,6.1716,40.92,49,288,9.2416,12.24,312,13
-8.94,2,108,1050,3.84,6.255,625,1200,1.9321,2.4025,0.25,13,2.17,49,9.2416,28.272,-13.8,12.5934,402,36.495,72.6126,15.96,1900.128,12.1501,64.635,3132,3840,4854,213.0271,1159,483.735,96.7176,1045.494,6.1716,40.92,49,288,9.2416,12.24,312,13
-8.94,2,108,1050,3.84,6.255,625,1800,1.9321,2.4025,0.3,2,0.98,49,9.2416,28.272,-12,12.8436,228,72.0618,126.1878,7.44,2316.171,26.3797,47.43,5340,12096,9330,369.0871,2023,863.007,175.6254,1592.826,15.9294,67.89,49,372,9.2416,13.56,366,2
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.15,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,142.296,223.7838,3.84,4480.5,55.1167,28.272,8064,13800,12000,864.5371,3373,1888.938,290.2872,3275.277,6.4218,23.715,36,114,6.5025,3.72,744,-1
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.1,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,142.296,223.7838,3.84,4480.5,55.1167,28.272,8064,13800,12000,864.5371,3373,1888.938,290.2872,3275.277,6.4218,23.715,36,114,6.5025,3.72,744,-1
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.3,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,36.96,52.3302,3.84,714.51,14.8861,28.272,3024,4536,3900,223.0021,1369,435.438,57.75,744.657,6.4218,23.715,36,114,6.5025,3.72,108,-1
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0,2,0.89,64,11.8336,31.992,-6,6.4218,114,75.0083999999999,125.1582,3.72,2406.135,27.8449,23.715,5568,8994,8490,442.719099999999,2125,963.318000000001,156.3378,1925.436,6.4218,23.715,64,114,11.8336,3.72,378,2
-11.34,2,102,1200,3.96,6.0882,625,300,1.9321,2.4025,0.25,14,2.48,64,11.8336,31.992,-7.8,6.1716,288,18.6588,29.973,12.24,908.16,6.7723,40.92,2592,960,2532,131.4841,1021,245.616,32.412,494.928,0,0,64,0,11.8336,0,120,14
-11.34,2,102,1200,3.96,6.0882,625,900,1.9321,2.4025,0.05,2,0.89,64,11.8336,31.992,-6,6.4218,114,75.0083999999999,125.1582,3.72,2406.135,27.8449,23.715,5568,8994,8490,442.719099999999,2125,963.318000000001,156.3378,1925.436,6.4218,23.715,64,114,11.8336,3.72,378,2
-11.34,2,102,1200,3.96,6.0882,625,300,1.9321,2.4025,0.2,14,2.48,64,11.8336,31.992,-7.8,6.1716,288,18.6588,29.973,12.24,908.16,6.7723,40.92,2592,960,2532,131.4841,1021,245.616,32.412,494.928,0,0,64,0,11.8336,0,120,14
-8.94,2,108,1050,3.84,6.255,625,1200,1.9321,2.4025,0.3,13,2.17,49,9.2416,28.272,-13.8,12.5934,402,36.495,72.6126,15.96,1900.128,12.1501,64.635,3132,3840,4854,213.0271,1159,483.735,96.7176,1045.494,6.1716,40.92,49,288,9.2416,12.24,312,13
-6,2,114,900,3.72,6.4218,625,1050,1.9321,2.4025,0.25,-1,-0.49,36,6.5025,23.715,-8.94,6.255,108,36.96,52.3302,3.84,714.51,14.8861,28.272,3024,4536,3900,223.0021,1369,435.438,57.75,744.657,6.4218,23.715,36,114,6.5025,3.72,108,-1
