f.chi.0.ax,f.chi.1.ax,f.chi.2.ax,f.chi.3.ax,f.Z.0.ax,f.Z.1.ax,f.Z.2.ax,f.Z.3.ax,f.I.0.ax,f.I.1.ax,f.I.2.ax,f.I.3.ax,f.T.0.ax,f.T.1.ax,f.T.2.ax,f.T.3.ax,f.S.0.ax,f.S.1.ax,f.S.2.ax,f.S.3.ax,f.chi.0.eq,f.chi.1.eq,f.chi.2.eq,f.chi.3.eq,f.Z.0.eq,f.Z.1.eq,f.Z.2.eq,f.Z.3.eq,f.I.0.eq,f.I.1.eq,f.I.2.eq,f.I.3.eq,f.T.0.eq,f.T.1.eq,f.T.2.eq,f.T.3.eq,f.S.0.eq,f.S.1.eq,f.S.2.eq,f.S.3.eq,lc.chi.0.ax,lc.chi.1.ax,lc.chi.2.ax,lc.chi.3.ax,lc.Z.0.ax,lc.Z.1.ax,lc.Z.2.ax,lc.Z.3.ax,lc.I.1.ax,lc.I.2.ax,lc.I.3.ax,lc.T.0.ax,lc.T.1.ax,lc.T.2.ax,lc.T.3.ax,lc.S.0.ax,lc.S.1.ax,lc.S.2.ax,lc.S.3.ax,lc.chi.0.eq,lc.chi.1.eq,lc.chi.2.eq,lc.chi.3.eq,lc.Z.0.eq,lc.Z.1.eq,lc.Z.2.eq,lc.Z.3.eq,lc.I.1.eq,lc.I.2.eq,lc.I.3.eq,lc.T.0.eq,lc.T.1.eq,lc.T.2.eq,lc.T.3.eq,lc.S.0.eq,lc.S.1.eq,lc.S.2.eq,lc.S.3.eq,mc.chi.0.all,mc.chi.1.all,mc.chi.2.all,mc.chi.3.all,mc.Z.0.all,mc.Z.1.all,mc.Z.2.all,mc.Z.3.all,mc.I.2.all,mc.I.3.all,mc.T.1.all,mc.T.2.all,mc.T.3.all,mc.S.0.all,mc.S.1.all,mc.S.2.all,mc.S.3.all,f.chi.0.all,f.chi.1.all,f.chi.2.all,f.chi.3.all,f.Z.0.all,f.Z.1.all,f.Z.2.all,f.Z.3.all,f.I.0.all,f.I.1.all,f.I.2.all,f.I.3.all,f.T.0.all,f.T.1.all,f.T.2.all,f.T.3.all,f.S.0.all,f.S.1.all,f.S.2.all,f.S.3.all,D_lc.chi.1.ax,D_lc.chi.2.ax,D_lc.chi.3.ax,D_lc.Z.1.ax,D_lc.Z.2.ax,D_lc.Z.3.ax,D_lc.T.1.ax,D_lc.T.2.ax,D_lc.T.3.ax,D_lc.S.1.ax,D_lc.S.2.ax,D_lc.S.3.ax,D_lc.chi.1.eq,D_lc.chi.2.eq,D_lc.chi.3.eq,D_lc.Z.1.eq,D_lc.Z.2.eq,D_lc.Z.3.eq,D_lc.T.1.eq,D_lc.T.2.eq,D_lc.T.3.eq,D_lc.S.1.eq,D_lc.S.2.eq,D_lc.S.3.eq,D_mc.chi.1.all,D_mc.chi.2.all,D_mc.chi.3.all,D_mc.Z.1.all,D_mc.Z.2.all,D_mc.Z.3.all,D_mc.T.1.all,D_mc.T.2.all,D_mc.T.3.all,D_mc.S.1.all,D_mc.S.2.all,D_mc.S.3.all,ox,spin
36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,26.753,41.044,66.805,625,1000,1550,1700,10,18,96,168,240,1.9321,6.3106,10.6474,14.8174,339.7521,739.354,1292.5302,1746.9636,1809,4472,6992,9032,57,120,206,284,326,840,1288,1728,23.0961,60.2688,96.7014,132.2172,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.96,-10.98,-15.2,110,188,382,20,32,68,3.8,6.24,14.36,2,6
43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,31.3584,40.7208,37.036,729,1053,1134,1026,8,8,84,96,144,1.5876,5.7456,6.6528,6.7536,238.0685,490.7888,850.4908,1004.7396,1525,3470,4594,5296,39,78,136,154,214,510,660,826,15.2418,38.5514,58.3164,70.7782,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.4,-6.62,-4.66,123,174,178,22,32,24,3,4.8,4.72,2,2
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.4025,31.992,45.26,58.9,625,1200,1300,1400,12,16,108,168,192,1.9321,6.0882,10.6196,12.6768,274.2441,600.46,1151.668,1628.808,1605,4288,6572,7400,43,92,162,240,254,696,1162,1440,17.3539,46.6772,78.9938,102.408,2.48,0,0,14,0,0,2,0,0,0.72,0,0,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-11.34,-10.6,-13.2,102,248,344,18,44,64,3.96,9.04,13.12,3,1
65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,33.3792,55.998,104.31,676,1092,1872,2184,12,24,108,216,288,1.5625,5.625,11.55,17.1,399.0735,901.5264,1586.484,2319.336,2080,5280,8694,11568,67,144,246,372,390,1044,1710,2388,26.8315,70.6632,116.3046,165.2412,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.26,-8.64,-13.08,114,240,540,18,36,96,3,5.76,16.32,3,2
65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,33.3792,55.998,104.31,676,1092,1872,2184,12,24,108,216,288,1.5625,5.625,11.55,17.1,399.0735,901.5264,1586.484,2319.336,2080,5280,8694,11568,67,144,246,372,390,1044,1710,2388,26.8315,70.6632,116.3046,165.2412,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.26,-8.64,-13.08,114,240,540,18,36,96,3,5.76,16.32,3,6
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,36.1425,45.8232,4.6665,676,1196,442,156,11,1,102,72,24,1.5625,5.525,5.5625,0.9625,147.6835,288.313,546.6114,865.209,1130,2756,2774,1668,22,42,76,118,118,312,428,400,7.755,20.4714,32.4452,36.4154,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.77,-4.91,-0.72,110,269,20,19,54,2,3.08,9.3,0.48,2,5
18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,31.3076,40.6368,0,576,1056,576,0,10,0,96,60,0,1.6129,5.6642,5.6134,0,125.4822,218.7912,415.3538,767.2096,1040,2432,2768,1792,17,32,58,100,90,248,340,264,7.0913,17.8984,28.8962,32.8564,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.9,-7.88,0,100,216,0,20,50,0,3.16,8.28,0,3,2
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.5344,30.4372,39.856,4.794,729,1026,1107,162,7,1,78,48,24,1.5876,5.7708,5.5566,0.9702,135.159,225.9904,389.335,613.752,1319,2672,3536,2976,18,34,60,78,94,232,272,232,9.0565,21.1382,32.5382,37.3132,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.91,-8.04,-0.67,124,148,21,23,34,2,2.98,4.41,0.49,3,5
19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,34.122,53.0912,71.44,729,1134,1566,1512,11,16,102,162,192,1.5876,5.67,9.6138,11.4912,307.2005,672.572,1188.1424,1783.128,1831,4460,6922,8536,50,106,182,278,288,772,1238,1630,20.3661,53.1534,87.262,121.3686,0.795,0,0,6,0,0,1,0,0,0.38,0,0,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.87,-7.56,-7.92,120,239,376,19,39,64,3.06,6.23,11.04,3,1
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,31.992,40.92,0,625,1200,300,0,12,0,108,72,0,1.9321,6.0882,6.1716,0,131.4841,245.616,494.928,908.16,1021,2592,2532,960,19,36,66,120,102,288,426,360,6.7723,18.6588,29.973,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-11.34,-7.8,0,102,288,0,18,60,0,3.96,12.24,0,3,1
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,32.1104,39.4048,19.176,729,1080,864,648,8,4,84,72,96,1.5876,5.7204,5.6448,3.8808,193.628,383.4368,668.9108,766.4256,1357,3040,3540,3600,31,60,106,112,166,384,446,520,11.837,29.6792,43.7002,48.4968,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.8,-5.92,-2.68,122,184,84,22,36,8,3.02,5.6,1.96,2,4
18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,27.999,37.7712,0,676,936,1248,0,6,0,72,36,0,1.5625,5.775,5.475,0,113.3655,161.262,270.6174,526.32,1276,2448,3576,2880,13,24,42,60,66,168,192,120,8.3173,18.2952,28.737,33.726,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.32,-9.66,0,120,108,0,24,30,0,2.88,3.12,0,3,6
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.7556,30.129,46.2144,67.313,576,1008,1368,1488,11,17,102,168,216,1.6129,5.715,9.7155,12.5603,324.8522,711.71,1256.5618,1796.054,1702,4316,6646,8452,54,114,196,286,310,816,1284,1720,21.4246,56.1386,91.1376,125.3654,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-8.19,-9.58,-12.33,102,207,346,19,38,66,3.12,6.32,11.7,2,5
18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,28.764,35.7952,19.176,729,972,1188,648,6,4,72,60,96,1.5876,5.8212,5.6196,3.8808,187.273,351.288,595.3574,658.512,1425,2952,3936,4080,29,56,98,92,154,344,376,440,12.4752,29.9684,43.715,48.9412,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.02,-7.76,-2.68,126,118,84,24,26,8,2.94,3.1,1.96,3,5
65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,29.7924,43.8468,34.77,676,988,1456,728,8,8,84,96,96,1.5625,5.725,7.5,5.7,208.6015,408.0168,707.3188,1110.9776,1544,3392,5274,5712,31,64,110,164,174,460,690,796,14.4887,35.7512,57.923,77.8236,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.3,-9.32,-4.36,118,152,180,22,32,32,2.92,4,5.44,3,2
37.76985,68.2635,85.8475,63.316,156,276,256,55,5.5,10,13,11,23,52,61,25,2.28895,4.6046,5.1525,2.6603,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.16805,13.158,16.34,7.568,50,72,56,8,1.5,2,1,2.5,6.5,8,2,0.5629,0.84315,0.8322,0.2701,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,34.122,54.4072,89.3,729,1134,1836,1890,11,20,102,186,240,1.5876,5.67,10.6218,14.364,342.8905,761.283,1352.7894,1966.074,1977,4884,7972,10082,56,120,206,308,326,874,1422,1892,23.0115,60.158,99.3092,138.4668,0.445,2.13,1.24,1,9,7,-1,0,1,-0.02,0.32,0.36,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.87,-8.26,-9.9,120,229,470,19,35,80,3.06,5.43,13.8,3,1
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,36.1425,45.8232,4.6665,676,1196,442,156,11,1,102,72,24,1.5625,5.525,5.5625,0.9625,147.6835,288.313,546.6114,865.209,1130,2756,2774,1668,22,42,76,118,118,312,428,400,7.755,20.4714,32.4452,36.4154,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.77,-4.91,-0.72,110,269,20,19,54,2,3.08,9.3,0.48,3,6
42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,36.378,49.1432,17.86,729,1215,756,378,11,4,102,90,48,1.5876,5.5944,6.5898,2.8728,173.879,350.516,647.8904,1074.444,1327,3170,3784,3244,26,52,92,152,144,394,596,640,10.1517,26.5368,43.423,54.7224,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.07,-5.46,-1.98,117,269,94,19,51,16,3.12,8.63,2.76,2,4
46.9851,91.8255,126.934,80.146,168,330,316,73,7.5,14,20,14,34,73,74,28,2.80555,6.0522,6.9886,3.515,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,12.648,19.59125,15.983,50,69,74,17,1.5,2.5,2.5,2.5,7,10,3.5,0.5629,0.85085,1.12865,0.69745,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,29.6277,37.149,40.7175,676,988,1222,1144,7,9,78,96,168,1.5625,5.725,6.6125,7.6625,244.3855,501.5784,874.628,921.073,1508,3452,4756,5538,40,80,140,140,220,510,640,790,15.8096,39.632,59.37,69.6256,0.645,2.13,1.765,1.5,9,14.5,-1.5,-1.5,1,-0.03,0.32,0.96,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.21,-7.49,-5.78,118,135,190,23,26,26,2.92,3.46,5.12,2,1
39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,31.992,42.005,14.725,625,1200,550,350,12,4,108,96,48,1.9321,6.0882,7.2836,3.1692,167.1741,334.327,659.113,1088.322,1167,3016,3542,2570,25,50,90,150,140,390,610,630,9.4177,25.6634,42.2282,49.911,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-11.34,-8.5,-3.3,102,278,86,18,56,16,3.96,11.44,3.28,2,2
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,37.13,47.0752,4.794,729,1242,459,162,11,1,102,72,24,1.5876,5.5692,5.607,0.9702,147.869,290.288,549.1154,865.464,1183,2848,2808,1680,22,42,76,118,118,312,428,400,7.7801,20.5598,32.5342,36.4308,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.47,-4.36,-0.67,116,280,21,19,54,2,3.14,9.41,0.49,3,5
18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,32.4488,51.2864,71.44,729,1080,1728,1512,10,16,96,156,192,1.5876,5.7204,9.6012,11.4912,304.023,656.4976,1148.669,1712.4496,1865,4416,7108,8720,49,104,178,268,282,752,1196,1552,20.6852,53.298,87.2646,121.8444,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-5.98,-8.48,-7.92,122,206,376,20,34,64,3.02,4.98,11.04,3,1
46.9851,91.8255,126.934,80.146,168,330,316,73,7.5,14,20,14,34,73,74,28,2.80555,6.0522,6.9886,3.515,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.16805,12.648,19.59125,15.983,50,69,74,17,1.5,2.5,2.5,2.5,7,10,3.5,0.5629,0.85085,1.12865,0.69745,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,28.1325,44.237,77.5775,625,1050,1675,1900,11,21,102,192,264,1.9321,6.255,11.7455,16.9163,360.1891,796.428,1414.622,1963.809,1897,4824,7770,10066,60,128,220,316,348,918,1468,1982,24.3892,64.2232,105.2288,145.43,0.645,2.13,1.765,1.5,9,14.5,-1.5,-1.5,1,-0.03,0.32,0.96,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-8.85,-11.49,-17.5,108,208,449,19,34,82,3.84,6.84,17.02,2,6
42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,32.4825,52.9602,86.925,676,1066,1768,1820,11,20,102,186,240,1.5625,5.65,10.5375,14.25,351.4555,778.149,1365.9724,2012.366,1946,4808,7836,10080,58,124,212,320,336,898,1452,1960,23.7458,61.9352,101.708,143.484,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.77,-8.81,-10.9,115,218,450,19,35,80,2.98,5.32,13.6,3,2
51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.9925,39.897,18.6775,625,1125,675,500,11,5,102,96,72,1.9321,6.1716,7.2975,4.2395,191.1776,384.869,711.571,1096.299,1247,3098,3742,3446,30,60,106,160,166,438,642,730,11.5294,30.5864,48.5106,59.312,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.05,-8.69,-4.3,105,248,105,19,50,18,3.9,10.04,3.9,2,2
37.76985,68.2635,85.8475,63.316,156,276,256,55,5.5,10,13,11,23,52,61,25,2.28895,4.6046,5.1525,2.6603,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,13.158,16.34,7.568,50,72,56,8,1.5,2,1,2.5,6.5,8,2,0.5629,0.84315,0.8322,0.2701,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,29.6277,40.809,17.385,676,988,1352,364,7,4,78,66,48,1.5625,5.725,6.4875,2.85,152.233,265.9584,471.083,760.668,1388,2912,4416,4118,20,40,70,100,110,290,410,380,10.6436,25.156,40.759,50.6916,0.445,2.13,1.24,1,9,7,-1,0,1,-0.02,0.32,0.36,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.21,-9.49,-2.18,118,130,90,23,31,16,2.92,3.56,2.72,2,1
