name,mad,job_name,alpha,unique_num,metal,smi_num,eqlig,axlig1,axlig2,eq_con,ax_con1,ax_con2,ligcharge,oxstate,spinmult,flag_oct_loose,flag_conv,geo_use,ss_use,ss_label,ss_del,ss_target,ss_actual,flag_oct,flag_list,flag_init,flag_list_init,num_coord_metal,rmsd_max,oct_angle_devi_max,max_del_sig_angle,dist_del_eq,dist_del_all,devi_linear_avrg,devi_linear_max
undef,rs1,1262_mn_2_eq_18_ax1_16_ax2_39_6,20,1262,mn,mn_misc_carbonyl_furan,misc,carbonyl,furan,-1,-1,-1,0,2,6,1,1,1,1,1,0.002352,8.75,8.752352,1,None,1,None,6,0.046897345,3.012885163,7.112326058,0.000895833,0.350557843,0.809196511,1.265250929
co_3_eq_[CH3]-[PH2]_ax1_[CH3]-[PH2]_ax2_[CH3]-[PH2]_ahf_20_1,neutralMono,gen_0_slot_271_3_3_76_76_76_20_1,20,271,co,3_76_76_76,[CH3]-[PH2],[CH3]-[PH2],[CH3]-[PH2],-1,-1,-1,0,3,1,0,0,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[SH-]-[O]-[O]-[SH-]_ax1_[SH-]-[O]-[O]-[SH-]_ax2_[SH-]-[O]-[O]-[SH-]_ahf_20_5,chargedBi,gen_0_slot_228_2_2_123_123_123_20_5,20,228,fe,2_123_123_123,[SH-]-[O]-[O]-[SH-],[SH-]-[O]-[O]-[SH-],[SH-]-[O]-[O]-[SH-],-1,-1,-1,-12,2,5,0,0,1,1,0,3.022765,6.0,9.022765,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1259_mn_3_eq_18_ax1_16_ax2_16_5,20,1259,mn,mn_misc_carbonyl_carbonyl,misc,carbonyl,carbonyl,-1,-1,-1,0,3,5,1,1,1,1,1,0.05821900000000001,6.0,6.058219,1,None,1,None,6,0.045114391,0.02439889,0.047669264,0.000197295,0.471065616,0.034026271,0.058114985
mn_3_eq_[PH2-]-[CH2]-[CH2]-[PH2-]_ax1_[PH2-]-[CH2]-[CH2]-[PH2-]_ax2_[PH2-]-[CH2]-[CH2]-[PH2-]_ahf_20_1,chargedBi,gen_0_slot_131_1_3_86_86_86_20_1,20,131,mn,1_86_86_86,[PH2-]-[CH2]-[CH2]-[PH2-],[PH2-]-[CH2]-[CH2]-[PH2-],[PH2-]-[CH2]-[CH2]-[PH2-],-1,-1,-1,-12,3,1,0,0,1,0,1,0.7790520000000001,0.0,0.7790520000000001,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[CH2+]-[NH2]_ax1_[CH2+]-[NH2]_ax2_[CH2+]-[NH2]_ahf_20_5,chargedMono,gen_0_slot_976_0_2_45_45_45_20_5,20,976,cr,0_45_45_45,[CH2+]-[NH2],[CH2+]-[NH2],[CH2+]-[NH2],-1,-1,-1,6,2,5,0,0,1,0,1,0.770613,6.0,6.770613000000001,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_3_eq_[O+]-[PH2]_ax1_[O+]-[PH2]_ax2_[O+]-[PH2]_ahf_20_1,chargedMono,gen_0_slot_1075_1_3_174_174_174_20_1,20,1075,mn,1_174_174_174,[O+]-[PH2],[O+]-[PH2],[O+]-[PH2],-1,-1,-1,6,3,1,0,0,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[PH2]-[OH]_ax1_[PH2]-[OH]_ax2_[PH2]-[OH]_ahf_20_1,neutralMono,gen_0_slot_855_3_3_300_300_300_20_1,20,855,co,3_300_300_300,[PH2]-[OH],[PH2]-[OH],[PH2]-[OH],-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.061766077,1.890218377,3.388509857,0.007259903,0.014856105,0,0
cr_3_eq_[PH]=[NH]_ax1_[PH]=[NH]_ax2_[PH]=[NH]_ahf_20_4,neutralMono,gen_0_slot_881_0_3_310_310_310_20_4,20,881,cr,0_310_310_310,[PH]=[NH],[PH]=[NH],[PH]=[NH],-1,-1,-1,0,3,4,1,1,1,1,1,0.456272,3.75,4.206272,1,None,1,None,6,0.031472729,1.457804656,2.767770846,0.002782874,0.005154555,0,0
mn_2_eq_[S]=[NH]_ax1_[S]=[NH]_ax2_[S]=[NH]_ahf_20_6,neutralMono,gen_0_slot_1098_1_2_398_398_398_20_6,20,1098,mn,1_398_398_398,[S]=[NH],[S]=[NH],[S]=[NH],-1,-1,-1,0,2,6,0,1,1,1,0,4.349673,8.75,13.099673,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[PH2]-[NH2]_ax1_[PH2]-[NH2]_ax2_[PH2]-[NH2]_ahf_20_4,neutralMono,gen_0_slot_841_0_3_295_295_295_20_4,20,841,cr,0_295_295_295,[PH2]-[NH2],[PH2]-[NH2],[PH2]-[NH2],-1,-1,-1,0,3,4,1,1,1,1,1,0.12631199999999998,3.75,3.8763120000000004,1,None,1,None,6,0.054545687,4.879507304,6.564950366,0.01387019,0.031078651,0,0
fe_3_eq_[N]-[N]=[N]-[N]_ax1_[N]-[N]=[N]-[N]_ax2_[N]-[N]=[N]-[N]_ahf_20_2,neutralBi,gen_0_slot_261_2_3_46_46_46_20_2,20,261,fe,2_46_46_46,[N]-[N]=[N]-[N],[N]-[N]=[N]-[N],[N]-[N]=[N]-[N],-1,-1,-1,0,3,2,0,1,1,1,1,0.059972000000000004,0.75,0.809972,0,rmsd_max,1,None,6,lig_mismatch,1.223384003,1.532587264,3.32E-05,9.72E-05,0.537081,0.540667156
undef,rs1,1084_cr_2_eq_16_ax1_18_ax2_18_1,20,1084,cr,cr_carbonyl_misc_misc,carbonyl,misc,misc,-1,-1,-1,0,2,1,1,1,1,0,0,1.003355,0.0,1.003355,1,None,1,None,6,0.046172608,0.013357842,0.018950964,0.000179996,0.044828413,0.007045424,0.013190479
fe_3_eq_[S-]#[P]_ax1_[S-]#[P]_ax2_[S-]#[P]_ahf_20_6,chargedMono,gen_0_slot_805_2_3_343_343_343_20_6,20,805,fe,2_343_343_343,[S-]#[P],[S-]#[P],[S-]#[P],-1,-1,-1,-6,3,6,0,0,1,1,0,3.961449,8.75,12.711449,0,devi_linear_max,1,None,6,3.54E-16,0,0,0,0,22.40926618,83.13890345
mn_2_eq_[P+]=[CH3-]_ax1_[P+]=[CH3-]_ax2_[P+]=[CH3-]_ahf_20_6,neutralMono,gen_0_slot_722_1_2_248_248_248_20_6,20,722,mn,1_248_248_248,[P+]=[CH3-],[P+]=[CH3-],[P+]=[CH3-],-1,-1,-1,0,2,6,0,0,1,0,1,0.020265000000000002,8.75,8.770265,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[CH]-[CH]=[CH]-[CH]_ax1_[CH]-[CH]=[CH]-[CH]_ax2_[CH]-[CH]=[CH]-[CH]_ahf_20_1,neutralBi,gen_0_slot_72_0_2_13_13_13_20_1,20,72,cr,0_13_13_13,[CH]-[CH]=[CH]-[CH],[CH]-[CH]=[CH]-[CH],[CH]-[CH]=[CH]-[CH],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,dist_del_eq; max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,51.95866653,146.4443859,0.520087574,0.718466598,0,0
cr_3_eq_[SH]-[NH2]_ax1_[SH]-[NH2]_ax2_[SH]-[NH2]_ahf_20_4,neutralMono,gen_0_slot_1057_0_3_383_383_383_20_4,20,1057,cr,0_383_383_383,[SH]-[NH2],[SH]-[NH2],[SH]-[NH2],-1,-1,-1,0,3,4,0,0,1,0,0,1.0576370000000002,3.75,4.807637000000001,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_water_ax1_carbonyl_ax2_carbonyl_ahf_20_2,hetann,gen_0_slot_4_1_2_12_5_5_20_2,20,4,mn,1_12_5_5,water,carbonyl,carbonyl,-1,-1,-1,0,2,2,1,1,1,1,1,0.031027999999999997,0.75,0.781028,1,None,1,None,6,0.003780349,1.562106133,3.088329209,0.010104729,0.057302875,1.297813684,1.644572091
mn_3_eq_[NH]-[CH]=[CH]-[NH]_ax1_[NH]-[CH]=[CH]-[NH]_ax2_[NH]-[CH]=[CH]-[NH]_ahf_20_5,neutralBi,gen_0_slot_179_1_3_36_36_36_20_5,20,179,mn,1_36_36_36,[NH]-[CH]=[CH]-[NH],[NH]-[CH]=[CH]-[NH],[NH]-[CH]=[CH]-[NH],-1,-1,-1,0,3,5,0,1,1,1,1,0.09364600000000001,6.0,6.093646,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[SH]-[CH4-]_ax1_[SH]-[CH4-]_ax2_[SH]-[CH4-]_ahf_20_1,chargedMono,gen_0_slot_892_2_2_382_382_382_20_1,20,892,fe,2_382_382_382,[SH]-[CH4-],[SH]-[CH4-],[SH]-[CH4-],-1,-1,-1,-6,2,1,0,0,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[CH3]-[PH2]_ax1_[CH3]-[PH2]_ax2_[CH3]-[PH2]_ahf_20_1,neutralMono,gen_0_slot_264_0_2_76_76_76_20_1,20,264,cr,0_76_76_76,[CH3]-[PH2],[CH3]-[PH2],[CH3]-[PH2],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[CH]-[CH2]-[CH2]-[CH]_ax1_[CH]-[CH2]-[CH2]-[CH]_ax2_[CH]-[CH2]-[CH2]-[CH]_ahf_20_6,neutralBi,gen_0_slot_69_2_3_12_12_12_20_6,20,69,fe,2_12_12_12,[CH]-[CH2]-[CH2]-[CH],[CH]-[CH2]-[CH2]-[CH],[CH]-[CH2]-[CH2]-[CH],-1,-1,-1,0,3,6,0,0,1,0,1,0.019947,8.75,8.769947,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[NH2-]=[CH+]_ax1_[NH2-]=[CH+]_ax2_[NH2-]=[CH+]_ahf_20_4,neutralMono,gen_0_slot_406_3_2_123_123_123_20_4,20,406,co,3_123_123_123,[NH2-]=[CH+],[NH2-]=[CH+],[NH2-]=[CH+],-1,-1,-1,0,2,4,0,0,1,0,1,0.638061,3.75,4.388061,0,num_coord_metal,1,None,2,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[OH-]-[N]=[N]-[OH-]_ax1_[OH-]-[N]=[N]-[OH-]_ax2_[OH-]-[N]=[N]-[OH-]_ahf_20_2,chargedBi,gen_0_slot_93_2_3_58_58_58_20_2,20,93,fe,2_58_58_58,[OH-]-[N]=[N]-[OH-],[OH-]-[N]=[N]-[OH-],[OH-]-[N]=[N]-[OH-],-1,-1,-1,-12,3,2,0,0,1,0,0,1.645563,0.75,2.395563,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_3_eq_en_ax1_tbisc_ax2_tbisc_ahf_20_1,allhits,gen_0_slot_45_3_3_20_2_2_20_1,20,45,co,3_20_2_2,en,tbisc,tbisc,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.039550844,2.526667119,4.916005291,0.000246993,0.052284209,0.202036199,0.231561602
mn_2_eq_[S+]-[CH4-]_ax1_[S+]-[CH4-]_ax2_[S+]-[CH4-]_ahf_20_2,neutralMono,gen_0_slot_938_1_2_326_326_326_20_2,20,938,mn,1_326_326_326,[S+]-[CH4-],[S+]-[CH4-],[S+]-[CH4-],-1,-1,-1,0,2,2,0,0,1,1,0,4.07105,0.75,4.82105,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[S]-[CH]=[CH]-[S]_ax1_[S]-[CH]=[CH]-[S]_ax2_[S]-[CH]=[CH]-[S]_ahf_20_6,neutralBi,gen_0_slot_621_2_3_139_139_139_20_6,20,621,fe,2_139_139_139,[S]-[CH]=[CH]-[S],[S]-[CH]=[CH]-[S],[S]-[CH]=[CH]-[S],-1,-1,-1,0,3,6,1,1,1,1,1,0.012131,8.75,8.762131,1,None,1,None,6,0.08952291,4.406751808,7.55869685,0.000756142,0.002499075,0,0
undef,rs1,1059_cr_3_eq_9_ax1_39_ax2_39_2,20,1059,cr,cr_pyr_furan_furan,pyr,furan,furan,-1,-1,-1,0,3,2,1,1,1,1,0,1.0091940000000001,0.75,1.759194,1,None,1,None,6,0.077617988,1.002309799,2.185442029,0.019440101,0.065043087,0,0
cr_3_eq_[O]-[N+]-[N+]-[O]_ax1_[O]-[N+]-[N+]-[O]_ax2_[O]-[N+]-[N+]-[O]_ahf_20_2,chargedBi,gen_0_slot_305_0_3_76_76_76_20_2,20,305,cr,0_76_76_76,[O]-[N+]-[N+]-[O],[O]-[N+]-[N+]-[O],[O]-[N+]-[N+]-[O],-1,-1,-1,12,3,2,0,0,1,0,0,1.926407,0.75,2.6764069999999998,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_water_ax1_carbonyl_ax2_carbonyl_ahf_20_2,hetann,gen_0_slot_51_0_3_12_5_5_20_2,20,51,cr,0_12_5_5,water,carbonyl,carbonyl,-1,-1,-1,0,3,2,1,1,1,1,1,0.9292799999999999,0.75,1.6792799999999999,1,None,1,None,6,0.008046301,0.583577873,1.065556668,0.022876358,0.223324198,0.653520134,0.674858684
fe_2_eq_[N]-[CH]=[CH]-[N]_ax1_[N]-[CH]=[CH]-[N]_ax2_[N]-[CH]=[CH]-[N]_ahf_20_1,neutralBi,gen_0_slot_244_2_2_44_44_44_20_1,20,244,fe,2_44_44_44,[N]-[CH]=[CH]-[N],[N]-[CH]=[CH]-[N],[N]-[CH]=[CH]-[N],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,rmsd_max,1,None,6,lig_mismatch,0.233388676,0.293085852,0.0002059,0.00038932,0.10086327,0.123748297
cr_2_eq_[SH3-]_ax1_[SH3-]_ax2_[SH3-]_ahf_20_5,chargedMono,gen_0_slot_72_0_2_27_27_27_20_5,20,72,cr,0_27_27_27,[SH3-],[SH3-],[SH3-],-1,-1,-1,-6,2,5,0,0,1,0,1,0.934351,6.0,6.9343509999999995,0,num_coord_metal,1,None,2,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[PH2]-[CH4-]_ax1_[PH2]-[CH4-]_ax2_[PH2]-[CH4-]_ahf_20_5,chargedMono,gen_0_slot_664_0_2_294_294_294_20_5,20,664,cr,0_294_294_294,[PH2]-[CH4-],[PH2]-[CH4-],[PH2]-[CH4-],-1,-1,-1,-6,2,5,0,0,1,0,0,1.057081,6.0,7.057081,0,rmsd_max,1,None,6,lig_mismatch,0.798566091,1.404852524,0.033202494,0.065248102,0,0
mn_3_eq_[NH]-[PH]-[PH]-[NH]_ax1_[NH]-[PH]-[PH]-[NH]_ax2_[NH]-[PH]-[PH]-[NH]_ahf_20_5,neutralBi,gen_0_slot_211_1_3_40_40_40_20_5,20,211,mn,1_40_40_40,[NH]-[PH]-[PH]-[NH],[NH]-[PH]-[PH]-[NH],[NH]-[PH]-[PH]-[NH],-1,-1,-1,0,3,5,0,1,1,1,1,0.10578,6.0,6.10578,0,rmsd_max,1,None,6,lig_mismatch,3.34216389,5.606094745,0.015791365,0.332079986,0,0
fe_3_eq_[NH]=[SH-]_ax1_[NH]=[SH-]_ax2_[NH]=[SH-]_ahf_20_6,chargedMono,gen_0_slot_365_2_3_158_158_158_20_6,20,365,fe,2_158_158_158,[NH]=[SH-],[NH]=[SH-],[NH]=[SH-],-1,-1,-1,-6,3,6,0,0,1,0,1,0.016413999999999998,8.75,8.766414,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[N+]=[PH2-]_ax1_[N+]=[PH2-]_ax2_[N+]=[PH2-]_ahf_20_6,neutralMono,gen_0_slot_338_1_2_94_94_94_20_6,20,338,mn,1_94_94_94,[N+]=[PH2-],[N+]=[PH2-],[N+]=[PH2-],-1,-1,-1,0,2,6,0,0,1,0,1,0.006409000000000001,8.75,8.756409,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[P]#[S-]_ax1_[P]#[S-]_ax2_[P]#[S-]_ahf_20_5,chargedMono,gen_0_slot_783_3_3_324_324_324_20_5,20,783,co,3_324_324_324,[P]#[S-],[P]#[S-],[P]#[S-],-1,-1,-1,-6,3,5,0,0,1,0,1,0.12044200000000001,6.0,6.120442,0,max_del_sig_angle; rmsd_max; devi_linear_max; devi_linear_avrg; oct_angle_devi_max,1,None,6,lig_mismatch,25.45399962,44.87467555,0.09640772,0.334073011,58.62678134,59.77993406
co_3_eq_sulfacidbipyridine_ax1_carbonyl_ax2_carbonyl_ahf_20_1,distrun,gen_0_slot_23_3_3_18_24_24_20_1,20,23,co,3_18_24_24,sulfacidbipyridine,carbonyl,carbonyl,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.073220332,11.2213765,15.73609315,0.005731379,0.153875892,0.038138051,0.047184737
mn_2_eq_[CH2]=[NH2-]_ax1_[CH2]=[NH2-]_ax2_[CH2]=[NH2-]_ahf_20_2,chargedMono,gen_0_slot_122_1_2_65_65_65_20_2,20,122,mn,1_65_65_65,[CH2]=[NH2-],[CH2]=[NH2-],[CH2]=[NH2-],-1,-1,-1,-6,2,2,0,0,1,1,0,2.8788080000000003,0.75,3.6288080000000003,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[SH-]-[PH]-[PH]-[SH-]_ax1_[SH-]-[PH]-[PH]-[SH-]_ax2_[SH-]-[PH]-[PH]-[SH-]_ahf_20_2,chargedBi,gen_0_slot_237_2_3_124_124_124_20_2,20,237,fe,2_124_124_124,[SH-]-[PH]-[PH]-[SH-],[SH-]-[PH]-[PH]-[SH-],[SH-]-[PH]-[PH]-[SH-],-1,-1,-1,-12,3,2,0,0,1,0,0,1.957534,0.75,2.707534,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[NH2-]-[CH2]-[CH2]-[NH2-]_ax1_[NH2-]-[CH2]-[CH2]-[NH2-]_ax2_[NH2-]-[CH2]-[CH2]-[NH2-]_ahf_20_1,chargedBi,gen_0_slot_0_0_2_22_22_22_20_1,20,0,cr,0_22_22_22,[NH2-]-[CH2]-[CH2]-[NH2-],[NH2-]-[CH2]-[CH2]-[NH2-],[NH2-]-[CH2]-[CH2]-[NH2-],-1,-1,-1,-12,2,1,1,1,1,0,0,1.2398719999999999,0.0,1.2398719999999999,1,None,1,None,6,0.044152105,5.30431641,8.70022775,0.002561247,0.009177932,0,0
fe_3_eq_[PH2]-[PH]-[PH]-[PH2]_ax1_[PH2]-[PH]-[PH]-[PH2]_ax2_[PH2]-[PH]-[PH]-[PH2]_ahf_20_2,neutralBi,gen_0_slot_429_2_3_97_97_97_20_2,20,429,fe,2_97_97_97,[PH2]-[PH]-[PH]-[PH2],[PH2]-[PH]-[PH]-[PH2],[PH2]-[PH]-[PH]-[PH2],-1,-1,-1,0,3,2,1,1,1,1,1,0.113648,0.75,0.863648,1,None,1,None,6,0.169916084,3.089873206,4.670787596,0.001282947,0.002641257,0,0
cr_2_eq_[NH2]-[S]-[S]-[NH2]_ax1_[NH2]-[S]-[S]-[NH2]_ax2_[NH2]-[S]-[S]-[NH2]_ahf_20_5,neutralBi,gen_0_slot_160_0_2_34_34_34_20_5,20,160,cr,0_34_34_34,[NH2]-[S]-[S]-[NH2],[NH2]-[S]-[S]-[NH2],[NH2]-[S]-[S]-[NH2],-1,-1,-1,0,2,5,0,1,1,1,1,0.018571,6.0,6.018571,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[PH+]-[CH3]_ax1_[PH+]-[CH3]_ax2_[PH+]-[CH3]_ahf_20_6,chargedMono,gen_0_slot_1090_1_2_257_257_257_20_6,20,1090,mn,1_257_257_257,[PH+]-[CH3],[PH+]-[CH3],[PH+]-[CH3],-1,-1,-1,6,2,6,0,0,1,0,1,0.719704,8.75,9.469704,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1551_co_3_eq_18_ax1_9_ax2_9_1,20,1551,co,co_misc_pyr_pyr,misc,pyr,pyr,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.044428023,1.447191663,3.364940175,0.002718771,0.091060223,1.573626603,2.055664519
mn_2_eq_[PH]-[O]-[O]-[PH]_ax1_[PH]-[O]-[O]-[PH]_ax2_[PH]-[O]-[O]-[PH]_ahf_20_2,neutralBi,gen_0_slot_474_1_2_103_103_103_20_2,20,474,mn,1_103_103_103,[PH]-[O]-[O]-[PH],[PH]-[O]-[O]-[PH],[PH]-[O]-[O]-[PH],-1,-1,-1,0,2,2,0,1,1,1,0,3.292556,0.75,4.042555999999999,0,rmsd_max,1,None,6,lig_mismatch,11.10651883,19.75363319,0.217943232,0.814353585,0,0
co_3_eq_[PH2-]-[CH]=[CH]-[PH2-]_ax1_[PH2-]-[CH]=[CH]-[PH2-]_ax2_[PH2-]-[CH]=[CH]-[PH2-]_ahf_20_1,chargedBi,gen_0_slot_143_3_3_87_87_87_20_1,20,143,co,3_87_87_87,[PH2-]-[CH]=[CH]-[PH2-],[PH2-]-[CH]=[CH]-[PH2-],[PH2-]-[CH]=[CH]-[PH2-],-1,-1,-1,-12,3,1,1,1,1,0,0,3.034806,0.0,3.034806,1,None,1,None,6,0.126125639,8.141774658,12.67649688,0.034214986,0.052462468,0,0
mn_2_eq_[NH]=[O]_ax1_[NH]=[O]_ax2_[NH]=[O]_ahf_20_2,neutralMono,gen_0_slot_482_1_2_155_155_155_20_2,20,482,mn,1_155_155_155,[NH]=[O],[NH]=[O],[NH]=[O],-1,-1,-1,0,2,2,1,1,1,1,1,0.131152,0.75,0.881152,1,None,1,None,6,0.005303731,1.68065645,2.894766355,0.008933995,0.01940425,0,0
fe_3_eq_[PH2]-[NH3-]_ax1_[PH2]-[NH3-]_ax2_[PH2]-[NH3-]_ahf_20_6,chargedMono,gen_0_slot_677_2_3_296_296_296_20_6,20,677,fe,2_296_296_296,[PH2]-[NH3-],[PH2]-[NH3-],[PH2]-[NH3-],-1,-1,-1,-6,3,6,0,0,1,0,1,0.019894,8.75,8.769894,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[OH2-]-[CH3]_ax1_[OH2-]-[CH3]_ax2_[OH2-]-[CH3]_ahf_20_2,chargedMono,gen_0_slot_477_2_3_210_210_210_20_2,20,477,fe,2_210_210_210,[OH2-]-[CH3],[OH2-]-[CH3],[OH2-]-[CH3],-1,-1,-1,-6,3,2,0,0,1,1,0,2.1022529999999997,0.75,2.8522529999999997,0,rmsd_max,1,None,6,lig_mismatch,11.00950163,17.23861224,0.126284239,0.263357927,0,0
mn_3_eq_[NH]=[CH2]_ax1_[NH]=[CH2]_ax2_[NH]=[CH2]_ahf_20_5,neutralMono,gen_0_slot_467_1_3_150_150_150_20_5,20,467,mn,1_150_150_150,[NH]=[CH2],[NH]=[CH2],[NH]=[CH2],-1,-1,-1,0,3,5,1,1,1,1,1,0.068004,6.0,6.068004,1,None,1,None,6,0.00085332,1.172011905,1.773391768,0.010086765,0.239143084,0,0
cr_3_eq_cyanide_ax1_water_ax2_water_ahf_20_4,hetann,gen_0_slot_71_0_3_4_12_12_20_4,20,71,cr,0_4_12_12,cyanide,water,water,-1,-1,-1,0,3,4,1,1,1,1,1,0.030468000000000002,3.75,3.780468,1,None,1,None,6,0.006622046,3.293291541,5.780898149,0.010538325,0.048818194,4.766045102,9.619057725
mn_3_eq_[OH-]-[NH]-[NH]-[OH-]_ax1_[OH-]-[NH]-[NH]-[OH-]_ax2_[OH-]-[NH]-[NH]-[OH-]_ahf_20_1,chargedBi,gen_0_slot_83_1_3_57_57_57_20_1,20,83,mn,1_57_57_57,[OH-]-[NH]-[NH]-[OH-],[OH-]-[NH]-[NH]-[OH-],[OH-]-[NH]-[NH]-[OH-],-1,-1,-1,-12,3,1,0,0,1,0,0,1.830777,0.0,1.830777,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,52.8579225,149.1143609,0.143191958,0.893886503,0,0
undef,rs1,1251_mn_3_eq_18_ax1_9_ax2_9_1,20,1251,mn,mn_misc_pyr_pyr,misc,pyr,pyr,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.046230216,3.54504097,5.504838595,0.003813322,0.088941993,3.533030184,4.402767935
co_2_eq_[NH]=[PH2-]_ax1_[NH]=[PH2-]_ax2_[NH]=[PH2-]_ahf_20_2,chargedMono,gen_0_slot_358_3_2_156_156_156_20_2,20,358,co,3_156_156_156,[NH]=[PH2-],[NH]=[PH2-],[NH]=[PH2-],-1,-1,-1,-6,2,2,1,1,1,1,1,0.000264,0.75,0.750264,1,None,1,None,6,0.033022487,5.847616019,8.07052804,0.038417328,0.065227687,0,0
co_2_eq_[SH]-[CH2]-[CH2]-[SH]_ax1_[SH]-[CH2]-[CH2]-[SH]_ax2_[SH]-[CH2]-[CH2]-[SH]_ahf_20_2,neutralBi,gen_0_slot_574_3_2_131_131_131_20_2,20,574,co,3_131_131_131,[SH]-[CH2]-[CH2]-[SH],[SH]-[CH2]-[CH2]-[SH],[SH]-[CH2]-[CH2]-[SH],-1,-1,-1,0,2,2,1,1,1,1,1,0.077053,0.75,0.827053,1,None,1,None,6,0.153915716,3.012702763,5.017372416,0.02011294,0.280580043,0,0
undef,rs1,1567_co_3_eq_18_ax1_18_ax2_39_5,20,1567,co,co_misc_misc_furan,misc,misc,furan,-1,-1,-1,0,3,5,0,1,1,1,1,0.0206,6.0,6.0206,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1097_cr_3_eq_18_ax1_3_ax2_18_2,20,1097,cr,cr_misc_water_misc,misc,water,misc,-1,-1,-1,0,3,2,1,1,1,1,0,1.008624,0.75,1.7586240000000002,1,None,1,None,6,0.04521495,0.61725855,1.526719354,0.000811589,0.035713144,1.03508504,1.978933675
co_2_eq_[SH]-[NH3-]_ax1_[SH]-[NH3-]_ax2_[SH]-[NH3-]_ahf_20_2,chargedMono,gen_0_slot_902_3_2_384_384_384_20_2,20,902,co,3_384_384_384,[SH]-[NH3-],[SH]-[NH3-],[SH]-[NH3-],-1,-1,-1,-6,2,2,0,0,1,0,1,0.0009789999999999998,0.75,0.750979,0,rmsd_max,1,None,6,lig_mismatch,2.673648636,5.148700823,0.022251931,0.055346834,0,0
undef,rs1,1444_fe_2_eq_39_ax1_18_ax2_18_1,20,1444,fe,fe_furan_misc_misc,furan,misc,misc,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.046924036,1.105992838,1.474813823,0.007393601,0.087960765,1.636840651,2.079815551
co_2_eq_[NH]=[OH-]_ax1_[NH]=[OH-]_ax2_[NH]=[OH-]_ahf_20_2,chargedMono,gen_0_slot_350_3_2_154_154_154_20_2,20,350,co,3_154_154_154,[NH]=[OH-],[NH]=[OH-],[NH]=[OH-],-1,-1,-1,-6,2,2,0,0,1,0,0,1.5205309999999999,0.75,2.270531,0,rmsd_max,1,None,6,lig_mismatch,8.364591259,11.61584345,0.074200896,0.419989711,0,0
