ox_3,ox_2,H-L_1,H-L_0,num_d_electron_6,num_d_electron_7,num_d_electron_5,num_d_electron_4,num_d_electron_3,charge_lig,charge_ox,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-0-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-0-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-0-ax,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-0-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-I-0-ax,D_lc-I-1-ax,D_lc-I-2-ax,D_lc-I-3-ax,D_lc-T-0-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-0-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-0-eq,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-0-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-I-0-eq,D_lc-I-1-eq,D_lc-I-2-eq,D_lc-I-3-eq,D_lc-T-0-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-0-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
1,0,1,0,0,0,1,0,0,0,3,172.3689,340.9728,618.9048,1092.984,2608,4320,7512,8484,25,48,78,144,126,348,546,624,12.6451,27.6552,44.607,68.0748,28.17,44.2384,26.488000000000003,9.68,322,304,48,2,4.0,6,4,2,10,16,8,2,1.8471,2.7842,1.295,0.2738,28.17,44.2384,26.488000000000003,9.68,322,304.0,48.0,2.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,1.8471,2.7842,1.295,0.2738,11.8336,16.4432,7.568,0.0,64.0,136,8.0,0,1.0,2.0,1.0,0.0,4.0,6.0,2.0,0.0,0.5329,1.0147,0.2701,0.0,11.8336,16.4432,7.568,0.0,64.0,136.0,8.0,0.0,1.0,2.0,1.0,0.0,4.0,6.0,2.0,0.0,0.5329,1.0147,0.2701,0.0,0.0,2.1,1.24,0.0,0.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07,0.36,0.0,0.0,2.1,1.24,0.0,0.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07,0.36,0.0,3.3489,37.7712,52.4844,24.156,676.0,1248.0,2652.0,156.0,1.0,6.0,12.0,6.0,36.0,108.0,108.0,36.0,1.5625,5.475,10.425,2.775,0.0,-9.66,-6.72,-2.22,0.0,108.0,210.0,150.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,30.0,0.0,3.12,6.66,5.28
0,1,1,0,0,0,1,0,0,-4,-2,338.0139,671.595,1315.1952,1652.7962,2151,5020,8010,9264,45,98,174,230,272,718,1150,1354,21.7669,54.9634,92.2462,114.78299999999999,214.9326,443.72900000000004,689.1264,865.2642,870,1808,2568,2550,32.0,66,104,132,170,418,572,626,13.2,31.3106,45.5848,52.2452,60.3394,83.181,117.5104,94.6688,328,456.0,640.0,512.0,6.0,10.0,12.0,8.0,22.0,42.0,28.0,8.0,3.3174,5.6826,6.6284,4.2632,9.2416,15.504000000000001,29.944000000000003,38.1216,49.0,84,133.0,147,1.0,2.0,4.0,5.0,4.0,12.0,20.0,20.0,0.5625,1.155,2.01,2.2725,11.8336,8.772,20.6056,23.6672,64.0,48.0,112.0,128.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,0.5329,0.5621,1.095,1.0658,0.0,0.98,2.31,2.66,0.0,2.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-0.04,0.32,0.72,0.0,0.89,0.89,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-0.04,-0.04,0.0,2.4025,30.752,31.62,43.958,625.0,1150.0,1200.0,1450.0,1.0,6.0,8.0,10.0,36.0,84.0,144.0,108.0,1.9321,6.1438,8.5624,9.3686,0.0,-10.54,-8.0,-12.86,0.0,104.0,152.0,192.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,42.0,0.0,3.92,4.96,7.16
0,1,1,0,0,0,1,0,0,0,2,304.7501,663.7339999999999,1228.5742,1534.9236,1721,4432,6996,8432,49,104,182,236,286,744,1168,1456,20.0585,52.7776,86.4334,111.3596,36.7666,64.668,82.17299999999999,33.66,124,204,120,36,6.0,10,14,6,24,44,26,6,2.1590000000000003,4.0194,3.6722,1.7094,57.2036,118.98299999999999,171.695,126.632,212,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4521,8.085,10.305,5.3206,6.5025,7.752000000000001,6.5025,16.83,36.0,42,36.0,18,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,11.8336,17.544,32.68,15.136,64.0,96.0,112.0,16.0,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,0.0,-0.49,0.0,1.05,0.0,-1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0,0.02,0.0,1.2,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,2.4025,29.233,41.044,66.805,625.0,1100.0,1550.0,1700.0,1.0,6.0,10.0,18.0,36.0,96.0,168.0,240.0,1.9321,6.1994,10.6474,14.8174,0.0,-9.56,-10.98,-15.2,0.0,106.0,188.0,382.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,68.0,0.0,3.88,6.24,14.36
0,1,1,0,0,0,1,0,0,0,2,158.2375,309.8304,564.09,1177.212,3529,8244,13344,16644,31,60,114,216,174,504,876,1056,17.3803,43.751999999999995,76.8204,119.6172,25.9725,43.6404,40.304,19.36,484,574,94,4,5.0,8,8,4,16,28,16,4,2.5747,4.4564,2.5974,0.5476,25.9725,43.6404,40.304,19.36,484,574.0,94.0,4.0,5.0,8.0,8.0,4.0,16.0,28.0,16.0,4.0,2.5747,4.4564,2.5974,0.5476,6.6564,17.0022,5.676,0.0,256.0,272,16.0,0,1.0,3.0,1.0,0.0,9.0,12.0,3.0,0.0,1.0404,1.8359999999999999,0.3774,0.0,6.6564,17.0022,5.676,0.0,256.0,272.0,16.0,0.0,1.0,3.0,1.0,0.0,9.0,12.0,3.0,0.0,1.0404,1.8359999999999999,0.3774,0.0,0.0,1.15,0.38,0.0,0.0,31.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.26,0.65,0.0,0.0,1.15,0.38,0.0,0.0,31.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.26,0.65,0.0,2.4025,23.994,61.287,20.46,625.0,2400.0,2550.0,150.0,1.0,6.0,18.0,6.0,36.0,144.0,144.0,36.0,1.9321,8.5068,15.012,3.0858,0.0,-6.18,-11.64,-3.9,0.0,54.0,348.0,144.0,0.0,0.0,0.0,0.0,0.0,12.0,84.0,30.0,0.0,2.22,14.22,6.12
0,1,0,1,0,0,1,0,0,6,8,142.3825,245.3064,331.788,573.432,2551,6432,10272,7980,19,36,54,72,90,216,288,312,12.1933,29.19,47.9172,50.8476,23.33,32.8864,11.352,0.0,321,272,32,0,3.0,4,2,0,6,8,2,0,1.7102,2.0294,0.7548,0.0,23.33,32.8864,11.352,0.0,321,272.0,32.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.7102,2.0294,0.7548,0.0,6.6564,8.8752,5.676,0.0,256.0,128,16.0,0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0404,0.7446,0.3774,0.0,6.6564,8.8752,5.676,0.0,256.0,128.0,16.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0404,0.7446,0.3774,0.0,0.0,-0.86,0.38,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.29,0.65,0.0,0.0,-0.86,0.38,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.29,0.65,0.0,2.4025,23.994,31.991999999999997,20.46,625.0,2400.0,1200.0,150.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,36.0,1.9321,8.5068,6.0882,3.0858,0.0,-6.18,-11.34,-3.9,0.0,54.0,102.0,144.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,30.0,0.0,2.22,3.96,6.12
0,1,1,0,0,0,0,1,0,0,2,445.0726,963.6752,1641.6638,2313.2588,3276,6072,9748,12112,71,152,254,364,406,1060,1628,2036,32.6263,79.5072,127.7742,169.734,78.9591,165.138,234.243,273.705,306,660,792,684,13.0,26,38,46,64,154,198,166,5.3973,12.2738,16.3086,16.1422,71.0997,144.024,209.332,215.9268,522,708.0,964.0,840.0,11.0,22.0,32.0,34.0,54.0,126.0,152.0,112.0,5.0547,10.857000000000001,14.6312,13.0926,6.5025,7.752000000000001,6.5025,13.005,36.0,42,36.0,72,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,0.5929,0.5775,0.5929,1.1858,9.2416,15.504000000000001,28.88,24.0464,49.0,84.0,98.0,168.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.5975,0.0,-0.49,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-4.0,0.0,0.02,0.0,0.0,0.0,0.98,2.66,1.21,0.0,2.0,14.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.12,2.7556,28.6516,43.9568,71.546,576.0,960.0,1488.0,1632.0,1.0,6.0,10.0,18.0,36.0,96.0,168.0,228.0,1.6129,5.7658,9.7282,13.5382,0.0,-7.3,-9.88,-13.22,0.0,104.0,178.0,364.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,70.0,0.0,3.08,5.04,12.2
1,0,1,0,0,0,1,0,0,0,3,139.4589,307.683,579.375,918.7919999999999,1120,2664,3912,2562,25,54,102,162,156,450,774,774,10.3201,29.0598,52.2582,60.405,45.37,83.895,93.33,86.925,148,264,216,126,8.0,14,16,16,30,62,56,34,2.9192,5.8366,5.7904,4.2864,45.37,83.895,93.33,86.925,148,264.0,216.0,126.0,8.0,14.0,16.0,16.0,30.0,62.0,56.0,34.0,2.9192,5.8366,5.7904,4.2864,6.5025,12.1125,12.1125,12.1125,36.0,42,42.0,42,1.0,2.0,2.0,2.0,4.0,8.0,8.0,6.0,0.5929,0.8778,0.8778,0.8778,6.5025,12.1125,12.1125,12.1125,36.0,42.0,42.0,42.0,1.0,2.0,2.0,2.0,4.0,8.0,8.0,6.0,0.5929,0.8778,0.8778,0.8778,0.0,0.35,0.35,0.35,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.0,0.35,0.35,0.35,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,3.3489,27.999000000000002,52.155,24.156,676.0,936.0,1092.0,156.0,1.0,6.0,12.0,6.0,36.0,108.0,144.0,36.0,1.5625,5.775,8.55,2.775,0.0,-4.32,-6.54,-2.22,0.0,120.0,270.0,150.0,0.0,0.0,0.0,0.0,0.0,18.0,48.0,30.0,0.0,2.88,8.16,5.28
1,0,1,0,0,0,1,0,0,0,3,87.8385,147.0144,325.56,401.28,976,2268,1782,420,13,24,42,60,66,168,192,120,5.7589,14.58,22.425,16.65,14.0816,13.376,0.0,0.0,50,14,0,0,2.0,2,0,0,2,2,0,0,0.6994,0.555,0.0,0.0,14.0816,13.376,0.0,0.0,50,14.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.6994,0.555,0.0,0.0,9.2416,6.688,0.0,0.0,49.0,7,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5625,0.2775,0.0,0.0,9.2416,6.688,0.0,0.0,49.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5625,0.2775,0.0,0.0,0.0,0.84,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.84,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,3.3489,33.3792,24.156,0.0,676.0,1092.0,156.0,0.0,1.0,6.0,6.0,0.0,36.0,72.0,36.0,0.0,1.5625,5.625,2.775,0.0,0.0,-7.26,-2.22,0.0,0.0,114.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,0.0,0.0,3.0,5.28,0.0
1,0,1,0,1,0,0,0,0,0,3,140.5678,310.8078,665.112,667.44,2493,6696,11316,5664,25,54,114,120,168,432,660,600,13.0302,35.2422,69.8172,61.2312,45.6778,84.20100000000001,135.964,97.4408,588,504,564,648,8.0,14,24,18,38,80,60,18,3.8142,6.6066,8.9876,6.1952,45.6778,84.20100000000001,135.964,97.4408,588,504.0,564.0,648.0,8.0,14.0,24.0,18.0,38.0,80.0,60.0,18.0,3.8142,6.6066,8.9876,6.1952,6.6564,6.579,17.930999999999997,18.0084,256.0,96,128.0,288,1.0,1.0,3.0,3.0,1.0,4.0,6.0,3.0,1.0404,0.7854,1.5402,1.7952,6.6564,6.579,17.930999999999997,18.0084,256.0,96.0,128.0,288.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,3.0,1.0404,0.7854,1.5402,1.7952,0.0,0.03,0.79,0.76,0.0,10.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.25,1.55,1.3,0.0,0.03,0.79,0.76,0.0,10.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.25,1.55,1.3,3.5344,29.1024,28.764,49.632,729.0,2592.0,972.0,324.0,1.0,6.0,6.0,12.0,36.0,72.0,144.0,72.0,1.5876,7.7112,5.8212,5.5944,0.0,-4.2,-4.02,-3.84,0.0,66.0,126.0,312.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,60.0,0.0,1.44,2.94,10.68
1,0,1,0,0,0,0,1,0,0,3,182.4271,365.964,696.7739999999999,1042.697,1225,3088,3750,3226,28,56,100,148,156,414,612,662,10.77,28.7136,45.9464,54.193999999999996,46.9851,91.8255,126.934,80.146,168,330,316,73,7.5,14,20,14,34,73,74,28,2.80555,6.0522,6.9886,3.515,21.5136,30.272,9.68,0.0,66,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,9.16805,12.648,19.59125,15.982999999999999,50.0,69,74.0,17,1.0,1.5,2.5,2.5,2.5,7.0,10.0,3.5,0.5629,0.85085,1.12865,0.69745,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.0,0.645,2.13,1.765,0.0,1.5,9.0,14.5,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,1.0,0.0,-0.03,0.32,0.96,0.0,2.48,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.72,0.0,0.0,2.4025,30.6125,39.897,18.6775,625.0,1150.0,675.0,500.0,1.0,6.0,11.0,5.0,36.0,102.0,96.0,72.0,1.9321,6.1438,7.2975,4.2395,0.0,-10.45,-8.69,-4.3,0.0,104.0,248.0,105.0,0.0,0.0,0.0,0.0,0.0,19.0,50.0,18.0,0.0,3.92,10.04,3.9
1,0,1,0,0,0,0,0,1,0,3,334.2907,743.97,1374.5898,1820.734,1782,4704,7648,9494,54,116,202,280,318,846,1378,1778,21.7918,57.5392,95.5034,126.7712,51.36035,101.898,140.8565,115.20299999999999,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,57.2036,118.98299999999999,171.695,126.632,212,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4521,8.085,10.305,5.3206,7.87205,11.628,17.69125,18.979,42.5,63,67.0,37,1.0,1.5,2.5,3.0,2.5,7.0,10.0,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,17.544,32.68,15.136,64.0,96.0,112.0,16.0,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,0.0,0.245,1.33,1.61,0.0,0.5,7.0,14.0,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,0.5,0.0,-0.01,0.36,0.97,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,2.7556,32.121,47.3764,83.083,576.0,1080.0,1608.0,1824.0,1.0,6.0,11.0,21.0,36.0,102.0,192.0,264.0,1.6129,5.6388,10.7315,15.4559,0.0,-9.39,-10.28,-15.19,0.0,99.0,197.0,428.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,82.0,0.0,3.18,5.52,14.5
0,1,1,0,0,0,0,1,0,0,2,315.8602,696.846,1293.7448,1792.0479999999998,1758,4596,7576,9248,50,108,188,272,296,802,1332,1688,20.7586,54.644,91.7804,122.9592,42.1451,78.336,99.77,98.37299999999999,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,57.2036,118.98299999999999,171.695,126.632,212,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4521,8.085,10.305,5.3206,7.87205,12.138,14.44,10.564,42.5,66,49.0,28,1.0,1.5,2.0,1.5,2.5,6.5,8.0,5.0,0.5777,0.85855,0.855,0.56625,11.8336,17.544,32.68,15.136,64.0,96.0,112.0,16.0,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,0.0,0.045,1.33,1.085,0.0,0.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.0,0.36,0.37,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,2.7556,32.121,48.0404,78.85,576.0,1080.0,1632.0,1680.0,1.0,6.0,11.0,20.0,36.0,102.0,186.0,240.0,1.6129,5.6388,10.7061,14.478,0.0,-9.39,-10.68,-14.3,0.0,99.0,196.0,410.0,0.0,0.0,0.0,0.0,0.0,19.0,35.0,80.0,0.0,3.18,5.54,14.0
0,1,1,0,0,1,0,0,0,0,2,124.402,211.6448,379.9948,727.3856,1233,2520,3266,2420,17,32,62,100,94,256,340,256,8.0372,19.3684,32.0754,39.2556,23.7616,40.128,29.04,0.0,52,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,18.3361,17.544,0.0,0.0,100,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21,0.0,0,1.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,0.0,2.52,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,-0.89,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.5344,30.6064,50.6848,0.0,729.0,1026.0,1026.0,0.0,1.0,6.0,10.0,0.0,36.0,96.0,60.0,0.0,1.5876,5.7708,6.4764,0.0,0.0,-5.0,-8.16,0.0,0.0,124.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,2.98,7.46,0.0
1,0,1,0,0,0,1,0,0,0,3,272.013,596.033,1124.2104,1572.92,1690,4344,6826,7792,42,90,158,230,248,676,1118,1358,17.3034,45.5946,76.8478,100.3334,19.92485,23.908,4.84,0.0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0.0,57.2036,118.98299999999999,171.695,126.632,212,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4521,8.085,10.305,5.3206,9.16805,11.954,0.0,0.0,50.0,32,0.0,0,1.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.55115,0.0,0.0,11.8336,17.544,32.68,15.136,64.0,96.0,112.0,16.0,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,0.0,0.795,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,3.3489,36.1425,51.6792,69.54,676.0,1196.0,1508.0,1456.0,1.0,6.0,11.0,16.0,36.0,102.0,162.0,192.0,1.5625,5.525,9.5375,11.4,0.0,-8.77,-8.11,-8.72,0.0,110.0,228.0,360.0,0.0,0.0,0.0,0.0,0.0,19.0,39.0,64.0,0.0,3.08,6.12,10.88
0,1,0,1,0,0,1,0,0,0,2,115.5966,168.18099999999998,294.41,581.4159999999999,1191,2412,3302,2680,14,26,46,70,72,188,226,150,8.3678,19.4338,29.956999999999997,33.510999999999996,19.92485,23.908,4.84,0.0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0.0,18.3361,17.544,0.0,0.0,100,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,9.16805,11.954,0.0,0.0,50.0,32,0.0,0,1.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.55115,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,0.0,0.795,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,-0.89,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.4025,25.0945,33.48,0.0,625.0,950.0,1050.0,0.0,1.0,6.0,7.0,0.0,36.0,78.0,42.0,0.0,1.9321,6.3662,6.1021,0.0,0.0,-6.89,-10.75,0.0,0.0,112.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,35.0,0.0,0.0,3.76,5.34,0.0
1,0,0,1,0,0,0,0,1,0,3,160.3902,279.2708,481.14599999999996,813.7919999999999,1310,2772,4216,4232,22,44,76,112,120,314,440,448,11.4534,27.2072,43.5372,55.8984,42.1451,78.336,99.77,98.37299999999999,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,18.3361,17.544,0.0,0.0,100,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,7.87205,12.138,14.44,10.564,42.5,66,49.0,28,1.0,1.5,2.0,1.5,2.5,6.5,8.0,5.0,0.5777,0.85855,0.855,0.56625,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,0.0,0.045,1.33,1.085,0.0,0.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.0,0.36,0.37,0.0,-0.89,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.7556,26.2114,37.018,15.77,576.0,888.0,1248.0,336.0,1.0,6.0,7.0,4.0,36.0,78.0,66.0,48.0,1.6129,5.8420000000000005,6.5913,2.8956,0.0,-5.83,-10.68,-2.86,0.0,107.0,116.0,82.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,16.0,0.0,3.02,3.7,2.8
