misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,mc-O-0-all,mc-O-1-all,mc-O-2-all,mc-O-3-all,D_mc-O-1-all,D_mc-O-2-all,D_mc-O-3-all,alpha,ox,spin
2,177.1125,384.7524,855.404,1458.368,1162,3008,4038,2848,29,60,132,228,192,572,976,980,9.7141,28.2204,54.1668,68.6868,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,34.8432,58.926,32.208,676,1144,884,208,14,8,120,156,48,1.5625,5.575,8.475,3.7,-8.06,-6.58,-2.96,112,330,200,16,58,40,3.04,10.72,7.04,900,1320,1020,240,136,386,232,30,4,1
1,128.5461,222.9984,442.6816,561.9312,2156,3382,3846,5272,18,34,58,78,92,228,290,278,11.8518,23.7682,34.1414,41.4574,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,34.1112,30.744,18.8856,676,1118,702,1664,7,4,78,66,24,1.5625,5.6,5.2375,5.1,-7.66,-3.99,-3,113,155,40,23,31,20,3.02,4.56,0.92,900,1290,810,1920,137,183,56,10,4,1
1,599.9245,1289.16,2294.6884,3029.192,2861,6724,9240,9976,103,212,382,496,594,1496,2170,2544,38.5319,98.3016,155.6466,193.7424,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,3.3489,30.744,22.2528,18.666,676,1274,728,624,4,4,60,48,72,1.5625,6,3.75,3.85,-5.82,-4.84,-2.88,107,76,80,26,16,12,2.7,2,1.92,900,1470,840,720,131,92,96,0,4,3
1,105.9166,137.909,271.09,469.216,1189,2380,3200,2560,12,22,40,50,62,152,160,90,8.094,18.3534,27.626,27.813,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.4025,25.0945,26.66,0,625,950,1000,0,5,0,66,30,0,1.9321,6.3662,5.0735,0,-6.89,-9.45,0,112,85,0,25,25,0,3.76,3.3,0,900,1140,1200,0,142,110,0,25,5,1
2,217.8879,436.0604,918.9364,971.3848,1764,3942,5100,5896,33,68,126,136,194,468,636,792,14.2935,35.7742,55.8758,64.9442,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.5344,38.0512,23.97,33.6144,729,1269,810,1404,5,7,66,84,138,1.5876,5.544,4.851,7.1064,-8.96,-3.35,-4.72,115,105,137,25,16,19,3.16,2.45,3.18,961,1457,930,1612,139,125,165,20,4,2
2,216.756,422.702,910.5214,959.584,1660,3754,4980,5688,33,68,126,136,194,468,636,792,14.638,36.9182,56.8768,66.4106,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,2.4025,31.372,19.7625,27.714,625,1175,750,1300,5,7,66,84,138,1.9321,6.116,5.3515,7.8396,-10.94,-5,-7.03,103,95,123,25,16,19,3.94,3.1,4.09,841,1363,870,1508,127,115,151,0,4,4
1,127.185,211.5324,414.505,445.014,2445,3616,4220,6320,17,32,50,60,82,192,240,240,13.0744,24.829,34,41.471,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,34.1112,23.3325,23.607,676,1118,780,2080,5,5,66,60,30,1.5625,5.6,4.8125,6.375,-7.66,-3.6,-3.75,113,100,50,25,20,25,3.02,2.4,1.15,900,1290,900,2400,137,120,70,0,4,5
1,123.0441,216.9468,462.5524,687.6456,1245,2660,2744,1872,17,32,58,92,90,240,316,256,7.5684,18.2234,28.2324,29.9382,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.7556,33.5984,33.449,4.2828,576,1128,336,384,9,1,90,60,6,1.6129,5.588,4.7371,1.2954,-10.28,-5.21,-0.92,97,202,8,21,44,5,3.22,7.7,0.25,784,1316,392,448,121,238,12,15,4,3
1,112.474,173.0208,336.7308,568.9056,1245,2532,3160,2304,14,26,50,70,76,196,226,142,7.5969,17.653,28.3036,30.5918,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,3.5344,31.3584,38.2768,0,729,1053,945,0,7,0,78,42,0,1.5876,5.7456,5.0778,0,-5.4,-7.2,0,123,154,0,23,35,0,3,4.79,0,1024,1248,1120,0,153,189,0,15,5,3
1,243.9796,489.231,931.039,1347.918,1411,3472,3988,3048,39,78,142,204,220,572,810,848,14.5559,38.1846,59.9358,69.926,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,30.6125,31.992,3.9525,625,1150,375,150,9,1,90,60,18,1.9321,6.1438,5.1569,1.0703,-10.45,-6.69,-1,104,210,19,21,44,3,3.92,8.8,0.62,900,1380,450,180,134,255,24,10,5,1
1,123.0441,216.9468,462.5524,687.6456,1245,2660,2744,1872,17,32,58,92,90,240,316,256,7.5684,18.2234,28.2324,29.9382,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.7556,33.5984,33.449,4.2828,576,1128,336,384,9,1,90,60,6,1.6129,5.588,4.7371,1.2954,-10.28,-5.21,-0.92,97,202,8,21,44,5,3.22,7.7,0.25,784,1316,392,448,121,238,12,25,4,1
1,198.814,375.1038,803.8678,768.4244,2354,5308,7302,2956,31,62,118,124,180,428,562,624,14.8799,35.2254,58.8882,49.4256,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3489,34.0929,5.5632,4.6665,676,2132,182,156,1,1,42,12,18,1.5625,6.825,0.9375,0.9625,-7.65,-1.21,-0.72,74,19,20,29,4,3,2.04,0.5,0.48,900,2460,210,180,98,23,24,10,4,3
1,119.5822,186.417,377.9096,435.084,2138,3288,3914,5384,16,30,48,58,78,184,224,210,12.4036,24.5682,33.6416,40.0374,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,2.4025,28.1325,20.522,15.996,625,1050,775,1600,5,4,66,54,24,1.9321,6.255,5.3237,5.6712,-8.85,-5.49,-4.12,108,94,36,25,21,20,3.84,3.12,1.48,841,1218,899,1856,132,114,52,15,4,4
2,179.3605,393.1444,870.336,1504.768,1148,2966,4022,2856,30,62,138,238,200,596,1026,1062,9.8806,28.855,55.7886,71.6886,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,34.1112,62.952,32.208,676,1118,910,208,15,8,126,162,48,1.5625,5.6,8.9375,3.7,-7.66,-6.95,-2.96,113,355,200,15,63,40,3.02,11.6,7.04,961,1333,1085,248,143,430,240,30,5,2
2,308.4641,713.584,1372.02,2001.326,1817,4784,7800,9612,50,114,210,310,324,900,1550,2030,22.1082,60.9354,107.737,145.7582,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,2.4025,28.892,41.85,45.26,625,1075,1275,1300,11,12,102,162,168,1.9321,6.2272,10.1053,10.6196,-9.34,-9.95,-10.6,107,224,248,19,39,44,3.86,8.02,9.04,841,1247,1479,1508,131,268,296,20,4,4
1,131.7425,260.4704,540.456,982.08,1014,2488,2366,1032,21,40,84,140,124,348,520,452,6.7949,18.8904,33.0852,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.8432,56.364,0,676,1144,364,0,14,0,120,84,0,1.5625,5.575,6.475,0,-8.06,-5.18,0,112,350,0,16,70,0,3.04,12.32,0,961,1364,434,0,142,420,0,20,5,4
2,308.4641,713.584,1372.02,2001.326,1817,4784,7800,9612,50,114,210,310,324,900,1550,2030,22.1082,60.9354,107.737,145.7582,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,2.4025,28.892,41.85,45.26,625,1075,1275,1300,11,12,102,162,168,1.9321,6.2272,10.1053,10.6196,-9.34,-9.95,-10.6,107,224,248,19,39,44,3.86,8.02,9.04,900,1290,1530,1560,137,279,308,5,5,1
2,158.2618,269.1024,638.6202,562.0716,1737,3632,4904,5232,17,36,66,64,102,252,360,284,10.926,25.091,40.5448,39.9762,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,3.3489,37.0392,23.3325,29.9022,676,1222,780,1248,5,5,66,84,30,1.5625,5.5,4.8125,4.925,-9.26,-3.6,-7.19,109,100,82,25,16,25,3.1,2.4,2.31,961,1457,930,1488,139,125,107,10,5,4
1,127.3705,213.3964,415.78,446.304,2498,3702,4280,6480,17,32,50,60,82,192,240,240,13.0995,24.9186,34.077,41.573,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.5344,35.0432,23.97,24.252,729,1161,810,2160,5,5,66,60,30,1.5876,5.6448,4.851,6.426,-7.36,-3.35,-3.5,119,105,55,25,20,25,3.08,2.45,1.2,1024,1376,960,2560,149,130,80,25,5,1
2,173.935,368.767,814.4424,1378.932,1196,2968,4204,3152,28,58,128,218,186,552,928,898,10.0332,28.3642,54.1664,69.0954,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,33.2145,57.1692,32.208,676,1092,1040,208,13,8,114,150,48,1.5625,5.625,8.4625,3.7,-7.17,-7.45,-2.96,114,298,200,17,53,40,3,9.48,7.04,900,1260,1200,240,138,350,232,25,4,1
2,205.2875,405.8136,896.77,874.882,1659,4092,5304,4960,31,64,122,124,186,444,590,720,13.0527,33.5604,54.0958,58.1388,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.3489,37.2588,18.666,27.999,676,1482,624,936,4,6,60,72,132,1.5625,5.8,3.85,5.775,-9.38,-2.88,-4.32,99,80,120,26,12,14,2.86,1.92,2.88,900,1710,720,1080,123,96,144,10,4,1
2,171.343,366.727,812.9784,1366.452,1181,2956,4152,3080,28,58,128,218,186,552,928,898,10.0628,28.395,54.2164,69.2446,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,33.2145,56.4372,32.208,676,1092,1014,208,13,8,114,150,48,1.5625,5.625,8.4875,3.7,-7.17,-7.05,-2.96,114,299,200,17,53,40,3,9.46,7.04,900,1260,1170,240,138,351,232,25,4,1
1,103.6777,139.4308,273.546,458.304,1125,2292,3072,2496,12,22,40,50,62,152,160,90,7.8044,17.285,26.8008,27.9654,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.7556,26.8754,27.888,0,576,912,936,0,5,0,66,30,0,1.6129,5.8166,4.6609,0,-6.23,-8.5,0,106,81,0,25,25,0,3.04,2.68,0,784,1064,1092,0,130,101,0,5,4,1
1,248.4736,487.995,889.267,1111.5212,2562,4332,5446,7404,39,78,134,172,212,524,734,832,19.7427,43.7286,64.817,81.2856,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,33.2145,24.2292,23.5521,676,1092,806,1820,5,5,66,60,42,1.5625,5.625,4.7875,6.0625,-7.17,-4.09,-3.72,114,99,60,25,20,23,3,2.42,1.4,900,1260,930,2100,138,119,80,0,4,3
1,119.573,210.917,440.1184,692.448,1104,2616,2600,1248,16,30,56,90,86,232,300,218,6.448,16.4958,26.5992,27.1738,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.3489,36.1425,38.5032,0,676,1196,416,0,9,0,90,54,0,1.5625,5.525,4.6125,0,-8.77,-4.57,0,110,218,0,21,45,0,3.08,7.56,0,900,1380,480,0,134,254,0,0,4,1
