oxstate,spinmult,charge_lig,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
3,6,-4,116.0289,201.1024,373.86400000000003,703.9616,1964,4672,6504,3328,17,32,58,100,90,248,340,264,8.9509,22.02,37.6094,40.8036,23.6672,23.6672,0.0,0.0,128.0,128,0,0,2.0,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,11.8336,11.8336,0.0,0.0,64.0,64.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.3489,31.476,44.7984,0.0,676,2080,624,0,10,0,96,60,0,1.5625,6.925,5.525,0.0,-6.22,-6.18,0.0,76,236,0,20,50,0,1.96,8.08,0.0
3,6,-8,126.9725,195.5832,370.69599999999997,341.6736,1784,3840,4588,4208,15,28,46,48,74,168,194,176,10.3965,21.7168,33.1508,33.7264,6.6564,0.0,0.0,0.0,256.0,0,0,0,1.0,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,6.6564,0.0,0.0,0.0,256.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,3.3489,31.6956,18.666,25.1808,676,1560,624,832,4,4,60,48,24,1.5625,6.3,3.85,3.65,-6.34,-2.88,-6.44,96,80,72,26,16,20,2.46,1.92,2.08
2,5,0,123.6405,233.4184,466.11,924.88,1720,4376,5608,2008,23,44,90,160,134,384,622,584,9.3131,25.8236,45.563,55.9144,21.5136,30.272,9.68,0.0,66.0,32,2,0,3.0,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,19.3161,28.908,29.04,0.0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,4.7961,14.454,0.0,0.0,225,45,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,-0.03,0.0,0.0,42,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,3.3489,28.6212,64.416,0.0,676,1976,416,0,16,0,132,96,0,1.5625,7.125,7.4,0.0,-4.66,-5.92,0.0,80,400,0,14,80,0,1.8,14.08,0.0
2,1,0,205.8542,391.8568,745.404,709.112,1276,3120,3912,4152,33,64,110,100,174,384,444,568,13.0481,32.0568,45.7622,52.5844,28.0161,39.984,39.952,0.0,102.0,120,34,0,4.0,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,11.8336,8.772,15.136,0.0,64.0,48.0,16,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.89,2.48,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.7556,31.6064,25.398000000000003,31.54,576,1056,864,672,6,8,72,84,120,1.6129,5.6642,5.8674,5.7912,-9.08,-5.34,-5.72,100,108,164,24,22,28,3.16,3.0,5.6
3,5,-1,813.3793,2039.2874,3577.3002,5593.4422,4624,13374,23490,35742,142,340,612,982,1060,3386,5260,7754,59.4544,171.9492,302.944,472.0578,16.04025,19.104,4.84,0.0,171.5,74,1,0,2.5,3,1,0,4,5,1,0,1.2348,1.3323,0.1369,0.0,777.7644,1948.8529999999998,3264.0009999999997,4478.815,3552,8798,13582,16990,136,322,550,784,980,3046,4264,5144,55.3972,154.089,245.3974,318.3378,6.57945,9.552,0.0,0.0,146.0,37.0,0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.81665,0.66615,0.0,0.0,4.7961,16.7535,33.507,74.596875,225,270,540.0,795.0,3,6.0,14.25,9,27.0,60.75,114.0,1.1236,2.4486,4.8972,8.87485,0.135,0.0,0.0,14.5,0.0,0.0,1.0,0.0,0.0,0.66,0.0,0.0,-1.08,-2.16,-2.855,27,54.0,160.75,0.0,-2.25,4.75,0.87,1.74,6.7325,3.5344,26.1132,71.5152,115.056,729,2214,2187,3888,15,24,126,234,486,1.5876,7.5978,13.5198,23.2848,-2.61,-9.84,-16.08,80,324,504,15,51,63,1.53,8.17,11.76
3,5,-6,66.5093,102.6256,280.3032,83.96600000000001,12323,12864,44498,2844,10,18,38,14,56,108,86,54,11.1032,20.0802,44.6306,11.6284,17.33625,19.992,19.976,0.0,179.0,60,17,0,2.5,3,3,0,6,9,3,0,1.22,1.1319,0.6771,0.0,7.0756,0.0,0.0,0.0,2809,0,0,0,1,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,9.245,4.386,7.568,0.0,160.0,24.0,8,0.0,0.5,1.0,0.0,0.5,1.5,1.0,0.0,0.78665,0.28105,0.2701,0.0,7.0756,0.0,0.0,0.0,2809,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,0.445,1.24,0.0,1.0,7.0,0.0,-1.0,0.0,0.0,-0.02,0.36,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,31.3208,4.794,8.272,729,6372,162,54,1,2,42,18,12,1.5876,8.9082,0.9702,0.9324,-5.38,-0.67,-0.64,-74,21,52,29,3,10,0.49,0.49,1.78
3,1,-1,318.8259,678.1389999999999,1253.333,1693.6429999999998,1766,4456,6756,8578,52,110,190,266,300,780,1202,1560,21.4412,56.0578,90.4126,121.7406,26.3035,31.0845,39.102,20.064,102.5,96,63,21,3.5,5,7,3,12,22,13,3,1.33155,2.0251,1.8429,0.8325,65.9541,139.128,199.54,196.74599999999998,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,12.540999999999999,3.8760000000000003,3.8760000000000003,10.032,65.0,21.0,21,10.5,0.5,0.5,1.5,0.5,1.0,2.0,1.5,0.5333,0.28875,0.28875,0.41625,9.2416,15.504000000000001,28.88,21.128,49,84,98.0,56.0,2,4.0,3.0,4,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,0.245,0.245,1.26,0.5,0.5,9.0,-0.5,-1.5,0.0,-0.01,-0.01,0.57,0.98,2.66,2.17,2,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,2.4025,29.729,35.5725,62.8525,625,1100,1350,1550,9,17,90,156,216,1.9321,6.1994,9.6327,13.7471,-9.88,-9.0,-14.2,106,171,363,21,28,66,3.88,5.58,13.74
3,5,0,819.931,1850.8104,3073.527,4592.112,4737,13104,22782,32100,145,312,534,828,846,2280,3804,5640,60.0534,159.888,271.3908,407.1744,19.3161,28.908,29.04,0.0,228.0,90,6,0,4.0,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,194.4411,435.897,676.7189999999999,850.695,888,2016,2952,3156,34,72,114,150,186,468,666,726,13.8493,34.7886,51.7902,59.7822,4.7961,14.454,0.0,0.0,225.0,45.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,4.7961,16.7535,33.507,62.415,225,270,540.0,630.0,3,6.0,12.0,9,27.0,54.0,72.0,1.1236,2.4486,4.8972,7.2504,-0.03,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,-1.08,-2.16,-2.22,27,54.0,138.0,0.0,0.0,12.0,0.87,1.74,5.88,3.5344,24.7032,82.344,115.056,729,2430,2106,3888,18,24,144,252,432,1.5876,8.0136,14.4396,23.2848,-1.86,-9.96,-16.08,72,408,504,12,66,72,1.2,11.22,11.76
2,5,-4,279.4892,575.2266,970.4144,1547.1756,2032,5034,7632,9210,47,98,170,262,268,718,1108,1390,21.6181,54.9698,91.3396,126.4146,106.8786,232.4025,352.8795,425.3475,558.0,1053,1479,1578,19.0,39,60,75,99,243,336,363,7.6918,18.5709,26.3058,29.8911,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,4.7961,15.60375,16.7535,31.2075,225.0,157.5,270,315.0,3.0,3.0,6.0,9.0,18.0,27.0,36.0,1.1236,1.8126,2.4486,3.6252,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,-0.555,-1.08,-1.11,34.5,27.0,69.0,3.0,0.0,6.0,1.47,0.87,2.94,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2.7556,24.2028,43.8406,25.398000000000003,576,1296,1176,864,10,6,96,96,108,1.6129,6.604,8.1534,5.8674,-4.62,-9.81,-5.34,90,191,108,20,44,18,2.42,6.28,3.0
2,6,-2,102.6081,180.236,395.8408,550.528,6507,7028,13578,2080,15,28,54,80,82,216,262,176,8.6967,19.834,34.791,28.712,7.0756,0.0,0.0,0.0,2809.0,0,0,0,1.0,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,21.5136,30.272,9.68,0.0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,7.0756,0.0,0.0,0.0,2809.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,11.8336,15.136,0.0,0.0,64,16,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,14,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.4025,29.574,27.28,0.0,625,3450,200,0,8,0,84,48,0,1.9321,7.7562,4.1144,0.0,-9.78,-5.2,0.0,12,192,0,22,40,0,2.76,8.16,0.0
3,6,-4,154.4894,256.4834,462.8608,683.4616,1566,3494,4080,4164,20,38,64,98,102,264,364,370,10.6567,24.5254,36.8378,46.4758,20.41485,29.59,19.36,0.0,147.0,61,4,0,3.5,5,4,0,9,13,4,0,1.1705,1.7168,0.5476,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,8.31485,14.795,0.0,0.0,144.5,30.5,0,0.0,2.5,0.0,0.0,6.5,6.5,0.0,0.0,0.82825,0.8584,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,1.225,0.0,0.0,28.0,0.0,0.0,4.0,0.0,0.0,1.395,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,3.3489,32.5557,38.796,25.1808,676,1326,754,832,9,4,90,78,24,1.5625,5.9875,6.1625,3.65,-6.81,-4.73,-6.44,105,205,72,21,41,20,2.71,6.32,2.08
3,5,-5,106.1128,166.8912,345.014,543.9504,1202,2538,3006,2102,14,26,50,70,76,196,226,142,7.6865,17.7258,28.351999999999997,31.0338,19.801,20.064,14.52,0.0,66.5,21,3,0,2.5,3,3,0,6,9,3,0,0.73865,0.8325,0.4107,0.0,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,12.540999999999999,10.032,0.0,0.0,65.0,10.5,0,0.0,1.5,0.0,0.0,4.5,4.5,0.0,0.0,0.5333,0.41625,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,1.26,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.57,0.0,0.0,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.5344,32.3736,35.2688,0.0,729,1080,837,0,7,0,78,42,0,1.5876,5.7204,5.1786,0.0,-5.94,-5.6,0.0,122,158,0,23,35,0,3.02,4.71,0.0
3,2,0,136.9265,273.9584,537.336,1020.8,1044,2604,2510,1076,21,40,78,140,118,336,520,464,6.7357,18.7016,31.9678,38.1396,23.7616,40.128,29.04,0.0,52.0,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,21.5136,30.272,9.68,0.0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,11.8336,15.136,0.0,0.0,64,16,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,2.48,0.0,0.0,14,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.3489,36.3072,56.364,0.0,676,1196,364,0,14,0,120,84,0,1.5625,5.525,6.475,0.0,-8.86,-5.18,0.0,110,350,0,16,70,0,3.08,12.32,0.0
2,6,-6,96.9634,129.38299999999998,278.66,431.07199999999995,1131,2370,3010,2310,12,22,40,50,62,152,160,90,8.2132,18.4518,27.75,28.425,15.79225,7.752000000000001,0.0,0.0,83.0,42,0,0,1.5,1,0,0,1,1,0,0,0.82975,0.5775,0.0,0.0,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,11.17145,3.8760000000000003,0.0,0.0,58.5,21.0,0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5485,0.28875,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,-0.245,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2.4025,25.9315,23.56,0.0,625,975,875,0,5,0,66,30,0,1.9321,6.3384,5.2125,0.0,-7.43,-7.45,0.0,111,90,0,25,25,0,3.78,3.2,0.0
3,6,-8,96.6489,145.0484,275.6844,420.3808,1400,2960,3712,2992,12,22,40,50,62,152,160,90,8.2903,17.7608,28.709,30.346,15.1618,11.8336,0.0,0.0,192.0,64,0,0,1.5,1,0,0,1,1,0,0,1.0531,0.5329,0.0,0.0,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,9.245,5.9168,0.0,0.0,160.0,32.0,0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.78665,0.26645,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.3489,29.6826,28.548000000000002,0.0,676,1248,936,0,5,0,66,30,0,1.5625,6.0375,4.6625,0.0,-5.24,-6.45,0.0,108,94,0,25,25,0,2.67,2.52,0.0
2,1,0,210.9435,417.7314,768.1289999999999,835.545,1348,3186,3822,4080,35,68,122,120,190,432,492,600,13.3307,33.166,48.5254,55.15,30.2641,51.1485,53.622,20.064,88.0,117,66,21,5.0,8,10,3,18,31,16,3,1.5661,2.8576,2.2536,0.8325,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,9.2416,13.908,3.8760000000000003,10.032,49.0,31.5,21,10.5,2.0,0.5,1.5,5.0,5.5,2.0,1.5,0.5625,0.705,0.28875,0.41625,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,1.505,0.245,1.26,9.5,0.5,9.0,2.5,-1.5,0.0,0.56,-0.01,0.57,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.3489,33.3792,35.4105,23.3325,676,1092,858,780,8,5,84,78,120,1.5625,5.625,6.2,4.8125,-7.26,-4.71,-3.6,114,175,100,22,35,10,3.0,5.04,2.4
2,1,0,240.13099999999997,494.6904,898.798,1095.12,1458,3510,4588,5234,40,80,142,164,222,534,698,876,15.3832,39.018,59.4862,73.3252,44.85785,89.62799999999999,114.29,98.37299999999999,143.0,279,293,180,7.5,14,19,17,33,72,79,56,2.59235,5.7836,6.7715,5.1451,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,9.2416,17.784000000000002,14.44,10.564,49.0,52.5,49,28.0,2.5,2.0,1.5,6.5,10.5,8.0,5.0,0.5625,0.99375,0.855,0.56625,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,1.75,1.33,1.085,10.0,7.0,6.5,2.0,0.0,0.5,0.55,0.36,0.37,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.3489,33.3792,40.077,36.051,676,1092,1014,988,9,8,90,102,144,1.5625,5.625,7.1625,6.7,-7.26,-5.43,-5.06,114,195,170,21,37,24,3.0,5.52,4.64
2,5,-7,79.464,113.2768,239.0228,313.4848,3981,4800,6784,4872,11,20,38,40,58,136,130,64,9.0438,18.4122,31.924,27.96,6.8660000000000005,0.0,0.0,0.0,1532.5,0,0,0,1.0,0,0,0,0,0,0,0,1.40465,0.0,0.0,0.0,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,6.8660000000000005,0.0,0.0,0.0,1532.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40465,0.0,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2.7556,25.6304,20.1856,0.0,576,2232,672,0,4,0,60,24,0,1.6129,6.8961,3.81,0.0,-5.48,-5.52,0.0,51,68,0,26,20,0,2.19,2.08,0.0
2,4,-6,45.988,60.0096,212.268,0.0,17583,17172,84270,0,7,12,30,0,42,72,30,0,12.200999999999999,20.1096,53.067,0.0,7.0756,0.0,0.0,0.0,2809.0,0,0,0,1.0,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,7.0756,0.0,0.0,0.0,2809,0,0,0,1,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,7.0756,0.0,0.0,0.0,2809.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,7.0756,0.0,0.0,0.0,2809,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,30.0048,0.0,0.0,729,8586,0,0,0,0,36,0,0,1.5876,10.0548,0.0,0.0,-4.68,0.0,0.0,-156,0,0,30,0,0,-0.42,0.0,0.0
3,1,-9,120.4833,176.2728,365.9096,572.7072,4204,5626,8582,6292,13,24,44,60,68,172,192,116,9.2784,20.4234,33.2806,32.8036,11.706,11.352,4.84,0.0,1533.5,32,1,0,2.0,2,1,0,3,4,1,0,1.54155,0.7548,0.1369,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,6.8660000000000005,5.676,0.0,0.0,1532.5,16.0,0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.40465,0.3774,0.0,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,0.38,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,29.45,28.148000000000003,0.0,625,2525,850,0,6,0,72,36,0,1.9321,7.3253,5.0874,0.0,-9.7,-8.86,0.0,49,116,0,24,30,0,3.07,4.68,0.0
2,2,-1,317.5582,686.232,1216.9682,1813.7679999999998,1762,4386,6758,8630,52,110,190,290,300,804,1298,1752,21.4396,56.063,92.029,128.8438,25.66965,36.588,24.9776,0.0,100.5,111,59,0,3.5,5,4,0,9,13,4,0,1.33075,1.9721,0.9582,0.0,65.9541,139.128,199.54,196.74599999999998,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.2416,13.908,5.2288,0.0,49.0,31.5,28,0.0,2.0,0.5,0.0,5.0,5.5,0.5,0.0,0.5625,0.705,0.27375,0.0,9.2416,15.504000000000001,28.88,21.128,49,84,98.0,56.0,2,4.0,3.0,4,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,1.505,-0.2,0.0,9.5,-0.5,0.0,2.5,0.0,0.0,0.56,0.01,0.0,0.98,2.66,2.17,2,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,2.4025,28.272,45.8025,64.232,625,1050,1425,1600,12,17,108,174,198,1.9321,6.255,11.1756,13.6915,-8.94,-10.95,-15.09,108,243,361,18,43,69,3.84,8.64,13.78
3,1,0,170.5145,350.6864,670.554,1176.506,1927,4914,6546,4542,32,64,126,212,190,534,890,1028,12.9095,35.4448,62.0236,84.0412,44.85785,89.62799999999999,114.29,98.37299999999999,143.0,279,293,180,7.5,14,19,17,33,72,79,56,2.59235,5.7836,6.7715,5.1451,19.3161,28.908,29.04,0.0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,9.2416,17.784000000000002,14.44,10.564,49.0,52.5,49,28.0,2.5,2.0,1.5,6.5,10.5,8.0,5.0,0.5625,0.99375,0.855,0.56625,4.7961,14.454,0.0,0.0,225,45,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,1.75,1.33,1.085,10.0,7.0,6.5,2.0,0.0,0.5,0.55,0.36,0.37,-0.03,0.0,0.0,42,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,3.5344,27.8992,71.628,17.86,729,1998,729,378,17,4,138,126,48,1.5876,7.2324,8.9334,2.8728,-3.56,-6.14,-1.98,88,432,94,13,81,16,1.82,14.33,2.76
