oxstate,spinmult,charge_lig,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
3,1,-8,75.3803,108.089,279.5754,173.9458,1851,4116,5694,2092,11,20,40,24,60,124,110,72,8.6191,18.9004,31.3732,16.5488,23.1761,28.764,19.976,0.0,101.0,108,17,0,3.0,4,3,0,7,10,3,0,1.2627,1.694,0.6771,0.0,6.6564,0.0,0.0,0.0,256,0,0,0,1,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,9.16805,8.772,7.568,0.0,50.0,48.0,8,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5629,0.5621,0.2701,0.0,6.6564,0.0,0.0,0.0,256,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,0.0,1.24,0.0,0.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,25.2805,9.2845,6.82,625,1950,350,50,2,2,48,24,12,1.9321,7.7562,2.085,1.0286,-7.01,-2.89,-1.3,72,36,48,28,8,10,2.76,1.28,2.04
3,6,0,136.2453,280.0268,539.408,1066.384,1208,2968,3048,1400,23,44,90,160,134,384,622,584,7.5762,21.125,37.3724,46.99,18.925,26.488000000000003,9.68,0.0,162.0,48,2,0,3.0,4,2,0,6,8,2,0,1.06045,1.295,0.2738,0.0,23.7616,40.128,29.04,0.0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,9.245,13.244000000000002,0.0,0.0,160.0,24.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.78665,0.6475,0.0,0.0,9.2416,20.064,0.0,0.0,49,21,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,1.62,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,1.01,0.0,0.0,2.52,0.0,0.0,18,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.3489,33.2694,64.416,0.0,676,1352,416,0,16,0,132,96,0,1.5625,5.9375,7.4,0.0,-7.2,-5.92,0.0,104,400,0,14,80,0,2.75,14.08,0.0
3,2,-2,82.8457,148.0584,306.9688,459.712,7326,9096,22682,2464,15,28,54,80,82,216,262,176,10.3571,22.8884,46.2234,33.8624,7.0756,0.0,0.0,0.0,2809.0,0,0,0,1.0,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,7.0756,0.0,0.0,0.0,2809.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.3489,28.6212,32.208,0.0,676,4420,208,0,8,0,84,48,0,1.5625,8.425,3.7,0.0,-4.66,-2.96,0.0,-14,200,0,22,40,0,0.76,7.04,0.0
2,6,-1,317.5582,686.232,1216.9682,1813.7679999999998,1762,4386,6758,8630,52,110,190,290,300,804,1298,1752,21.4396,56.063,92.029,128.8438,25.66965,36.588,24.9776,0.0,100.5,111,59,0,3.5,5,4,0,9,13,4,0,1.33075,1.9721,0.9582,0.0,65.9541,139.128,199.54,196.74599999999998,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.2416,13.908,5.2288,0.0,49.0,31.5,28,0.0,2.0,0.5,0.0,5.0,5.5,0.5,0.0,0.5625,0.705,0.27375,0.0,9.2416,15.504000000000001,28.88,21.128,49,84,98.0,56.0,2,4.0,3.0,4,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,1.505,-0.2,0.0,9.5,-0.5,0.0,2.5,0.0,0.0,0.56,0.01,0.0,0.98,2.66,2.17,2,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,2.4025,28.272,45.8025,64.232,625,1050,1425,1600,12,17,108,174,198,1.9321,6.255,11.1756,13.6915,-8.94,-10.95,-15.09,108,243,361,18,43,69,3.84,8.64,13.78
3,4,-6,99.4644,105.96799999999999,447.4192,170.368,1030,2528,2348,176,9,16,34,20,50,104,76,24,4.9689,12.0024,17.2874,5.2836,16.6736,15.136,0.0,0.0,65.0,16,0,0,2.0,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,15.8404,0.0,0.0,0.0,81,0,0,0,1,0,0,0,0,0,0,0,0.5041,0.0,0.0,0.0,11.8336,7.568,0.0,0.0,64.0,8.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,15.8404,0.0,0.0,0.0,81,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,1.24,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7556,37.848,7.303999999999999,0.0,576,1248,48,0,2,0,48,12,0,1.6129,5.461,0.9398,0.0,-12.84,-1.08,0.0,92,46,0,28,10,0,3.32,1.8,0.0
3,2,-2,112.5465,224.4888,467.2168,762.432,6502,7136,12790,3048,19,36,78,120,114,312,426,336,8.9931,20.81,40.6334,43.6008,7.0756,0.0,0.0,0.0,2809.0,0,0,0,1.0,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,23.7616,40.128,29.04,0.0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,7.0756,0.0,0.0,0.0,2809.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,9.2416,20.064,0.0,0.0,49,21,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,18,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.3489,31.9884,48.312,0.0,676,3484,312,0,12,0,108,72,0,1.5625,7.075,5.55,0.0,-6.5,-4.44,0.0,22,300,0,18,60,0,1.84,10.56,0.0
3,5,0,163.122,320.0244,608.288,848.072,1241,2996,3102,2276,25,48,86,116,134,336,432,440,9.1324,23.5604,36.0866,40.3592,36.7666,62.169,78.204,40.128,124.0,192,126,42,6.0,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,21.5136,30.272,9.68,0.0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49.0,42.0,42,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,11.8336,15.136,0.0,0.0,64,16,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.48,0.0,0.0,14,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.5344,37.2992,42.676,9.588,729,1242,540,324,10,2,96,72,48,1.5876,5.5692,5.67,1.9404,-8.56,-3.9,-1.34,116,250,42,20,48,4,3.14,8.1,0.98
2,2,0,127.1901,241.892,479.55800000000005,979.44,1641,4144,5414,2220,25,48,102,180,150,432,732,720,10.0157,28.7,50.7714,63.714,23.7616,40.128,29.04,0.0,52.0,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,19.3161,28.908,29.04,0.0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,4.7961,14.454,0.0,0.0,225,45,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,-0.03,0.0,0.0,42,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,2.4025,23.002,61.38,0.0,625,1850,450,0,18,0,144,108,0,1.9321,7.9786,9.2574,0.0,-5.54,-11.7,0.0,76,432,0,12,90,0,2.6,18.36,0.0
2,1,0,104.34700000000001,197.6574,371.746,720.72,2194,5350,8212,2060,20,38,72,130,110,312,472,410,9.6678,25.3012,45.8354,49.358000000000004,17.82625,25.805999999999997,19.36,0.0,243.0,77,4,0,3.5,5,4,0,9,13,4,0,1.42425,1.9314,0.5476,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,5.72625,12.902999999999999,0.0,0.0,240.5,38.5,0,0.0,2.5,0.0,0.0,6.5,6.5,0.0,0.0,1.082,0.9657,0.0,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,0.365,0.0,0.0,36.0,0.0,0.0,4.0,0.0,0.0,1.685,0.0,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.3489,27.6147,52.338,0.0,676,2470,338,0,13,0,114,78,0,1.5625,7.7,6.0125,0.0,-4.11,-4.81,0.0,61,325,0,17,65,0,1.34,11.44,0.0
2,5,-4,69.6902,107.6824,289.6098,338.712,12268,11796,47178,2724,13,24,54,60,78,192,192,96,11.7571,23.604,53.3124,28.3272,19.3161,28.908,29.04,0.0,228.0,90,6,0,4.0,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,7.0756,0.0,0.0,0.0,2809,0,0,0,1,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,4.7961,14.454,0.0,0.0,225.0,45.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,7.0756,0.0,0.0,0.0,2809,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,-0.03,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7556,24.9332,21.912,0.0,576,5808,144,0,6,0,72,36,0,1.6129,9.4488,2.8194,0.0,-5.06,-3.24,0.0,-98,138,0,24,30,0,0.18,5.4,0.0
3,5,-1,828.1926,2063.4114,3625.9142,5655.6264,4658,13496,23624,36148,144,344,620,994,1072,3418,5328,7916,60.2074,173.9674,305.7582,478.202,23.4469,30.978,24.9776,0.0,188.5,135,59,0,3.5,5,4,0,9,13,4,0,1.6113,2.3162,0.9582,0.0,777.7644,1948.8529999999998,3264.0009999999997,4478.815,3552,8798,13582,16990,136,322,550,784,980,3046,4264,5144,55.3972,154.089,245.3974,318.3378,7.01885,11.103,5.2288,0.0,137.0,43.5,28,0.0,2.0,0.5,0.0,5.0,5.5,0.5,0.0,0.84305,0.87705,0.27375,0.0,4.7961,16.7535,33.507,74.596875,225,270,540.0,795.0,3,6.0,14.25,9,27.0,60.75,114.0,1.1236,2.4486,4.8972,8.87485,0.23,-0.2,0.0,21.5,-0.5,0.0,2.5,0.0,0.0,1.025,0.01,0.0,-1.08,-2.16,-2.855,27,54.0,160.75,0.0,-2.25,4.75,0.87,1.74,6.7325,3.5344,26.3012,74.73,121.5232,729,2214,2187,4104,16,25,132,246,492,1.5876,7.622999999999999,14.0112,24.2046,-2.71,-9.67,-17.64,80,351,523,14,55,68,1.51,9.04,12.29
2,2,-6,86.9922,128.9632,293.7792,165.4048,12263,12564,40614,6120,11,20,38,24,58,120,108,72,12.0398,21.7448,44.3826,22.3748,27.5777,33.048,20.9152,0.0,149.0,180,112,0,3.0,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,7.0756,0.0,0.0,0.0,2809,0,0,0,1,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49.0,42.0,56,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,7.0756,0.0,0.0,0.0,2809,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,0.49,-0.4,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,31.4336,9.588,12.9344,729,6102,324,432,2,2,48,24,12,1.5876,8.5932,1.9404,1.8396,-5.44,-1.34,-3.12,-64,42,38,28,8,10,0.74,0.98,1.06
3,5,-8,87.3083,144.52100000000002,343.9682,235.77700000000002,1839,4174,5632,1490,14,26,52,38,78,168,148,112,9.0594,20.5874,33.814,18.3614,29.1401,46.2205,43.942,20.064,95.0,112,64,21,4.5,7,8,3,15,26,14,3,1.48285,2.5653,1.9798,0.8325,6.6564,0.0,0.0,0.0,256,0,0,0,1,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,10.5376,11.444,3.8760000000000003,10.032,56.5,29.0,21,10.5,1.5,0.5,1.5,2.5,3.0,2.0,1.5,0.5477,0.55885,0.28875,0.41625,6.6564,0.0,0.0,0.0,256,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,1.485,0.245,1.26,7.5,0.5,9.0,0.5,-1.5,0.0,0.35,-0.01,0.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,26.04,10.7725,3.9525,625,1975,200,150,3,1,54,24,24,1.9321,7.7284,2.0989,1.0703,-7.5,-2.3,-1.0,71,67,19,27,14,2,2.78,2.66,0.62
3,5,-11,128.946,193.0096,392.848,564.8480000000001,4178,5662,7680,6800,12,22,40,50,62,152,160,90,8.6855,17.8786,29.565,31.025,15.3714,11.8336,0.0,0.0,1468.5,64,0,0,1.5,1,0,0,1,1,0,0,1.41735,0.5329,0.0,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,9.4546,5.9168,0.0,0.0,1436.5,32.0,0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.1509,0.26645,0.0,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,37.3368,32.336,0.0,729,2511,1080,0,5,0,66,30,0,1.5876,6.2748,4.599,0.0,-8.58,-7.8,0.0,69,95,0,25,25,0,2.58,2.65,0.0
2,5,-7,105.1433,154.938,279.6548,502.376,1129,2372,3264,2720,13,24,42,60,66,168,192,120,8.4557,18.474,28.8582,34.196,19.70565,19.5856,0.0,0.0,106.5,106,0,0,2.0,2,0,0,2,2,0,0,1.1106,1.1104,0.0,0.0,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,9.16805,9.7928,0.0,0.0,50.0,53.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5629,0.5552,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,-0.245,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2.7556,26.8754,30.9424,0.0,576,912,1032,0,6,0,72,36,0,1.6129,5.8166,5.6896,0.0,-6.23,-8.68,0.0,106,101,0,24,30,0,3.04,3.14,0.0
3,5,-4,156.8724,264.3264,476.3488,652.6976,1457,3160,3576,3792,19,36,58,88,94,240,326,328,9.9542,22.5168,32.9946,41.2528,21.5136,30.272,9.68,0.0,66.0,32,2,0,3.0,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,3.5344,35.7952,35.72,25.8688,729,1188,756,864,8,4,84,72,24,1.5876,5.6196,5.7456,3.6792,-7.76,-3.96,-6.24,118,188,76,22,36,20,3.1,5.52,2.12
2,4,0,190.4505,364.736,664.4464,743.8839999999999,1391,3164,3810,3856,30,58,102,102,160,364,410,478,12.1561,29.7454,43.3572,48.547,19.92485,23.908,4.84,0.0,83.0,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0.0,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,9.16805,11.954,0.0,0.0,50.0,32.0,0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.55115,0.0,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.795,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.5344,34.122,33.9152,19.176,729,1134,918,648,7,4,78,66,96,1.5876,5.67,5.733,3.8808,-6.87,-4.88,-2.68,120,155,84,23,31,8,3.06,4.27,1.96
3,1,-4,150.5174,232.1776,395.8178,544.2352,1525,3072,3940,4400,17,32,50,68,82,200,256,248,10.5924,22.805999999999997,32.9966,41.7132,18.3361,17.544,0.0,0.0,100.0,96,0,0,2.0,2,0,0,2,2,0,0,1.1258,1.1242,0.0,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,3.5344,32.4488,32.1104,25.8688,729,1080,1080,864,6,4,72,60,24,1.5876,5.7204,5.7204,3.6792,-5.98,-5.8,-6.24,122,122,76,24,26,20,3.02,3.02,2.12
2,5,0,188.3532,350.1428,694.82,661.54,1232,3072,3878,3804,29,56,94,92,150,336,420,536,11.5293,28.3824,40.803000000000004,48.794,36.7666,62.169,78.204,40.128,124.0,192,126,42,6.0,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49.0,42.0,42,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,2.7556,32.9344,25.398000000000003,37.681999999999995,576,1104,864,480,6,10,72,96,96,1.6129,5.6134,5.8674,5.715,-9.88,-5.34,-6.1,98,108,220,24,20,44,3.2,3.0,8.2
2,2,0,281.3771,583.476,1052.384,1264.684,1589,3900,5534,6848,47,96,166,196,262,636,874,1132,18.9911,48.5152,74.1862,94.6796,65.9541,139.128,199.54,196.74599999999998,234.0,516,580,360,11.0,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,9.2416,15.504000000000001,28.88,21.128,49.0,84.0,98,56.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.98,2.66,2.17,2.0,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.4025,28.272,31.62,45.26,625,1050,1200,1300,8,12,84,120,192,1.9321,6.255,8.5624,10.6196,-8.94,-8.0,-10.6,108,152,248,22,28,40,3.84,4.96,9.04
2,6,0,144.9721,297.312,574.248,1203.84,937,2352,2406,1260,25,48,102,180,150,432,732,720,7.7713,22.5,40.3182,49.95,23.7616,40.128,29.04,0.0,52.0,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,23.7616,40.128,29.04,0.0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,9.2416,20.064,0.0,0.0,49,21,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,2.52,0.0,0.0,18,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,2.4025,28.272,61.38,0.0,625,1050,450,0,18,0,144,108,0,1.9321,6.255,9.2574,0.0,-8.94,-11.7,0.0,108,432,0,12,90,0,3.84,18.36,0.0
3,6,-4,103.3827,112.0212,390.6546,254.1472,1200,2688,2740,1344,9,16,34,20,50,104,76,24,5.8305,13.1984,19.6322,10.5412,18.3361,17.544,0.0,0.0,100.0,96,0,0,2.0,2,0,0,2,2,0,0,1.1258,1.1242,0.0,0.0,15.8404,0.0,0.0,0.0,81,0,0,0,1,0,0,0,0,0,0,0,0.5041,0.0,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,15.8404,0.0,0.0,0.0,81,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3489,38.4666,12.5904,0.0,676,1248,416,0,2,0,48,12,0,1.5625,5.475,1.825,0.0,-10.04,-3.22,0.0,108,36,0,28,10,0,3.12,1.04,0.0
